Name,Age,Season,Team,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Drew Donathan,--,2020,Clemson,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=donath000dre
Chad Fairey*,20,2020,Clemson,12,38,30,4,7,1,0,1,3,0,0,6,9,0.233,0.351,0.367,0.718,11,,0,1,1,0,,player.fcgi?id=fairey000cha
Pierce Gallo,20,2020,Clemson,7,15,13,3,1,0,0,0,0,1,0,2,5,0.077,0.2,0.077,0.277,1,,0,0,0,0,,player.fcgi?id=gallo-000pie
Adam Hackenberg,20,2020,Clemson,17,68,61,3,18,3,0,0,15,1,0,3,15,0.295,0.353,0.344,0.697,21,,3,0,1,0,,player.fcgi?id=hacken000ada
Sam Hall,21,2020,Clemson,15,41,36,7,5,0,1,1,2,2,0,5,12,0.139,0.244,0.278,0.522,10,,0,0,0,1,,player.fcgi?id=hall--005sam
Bryar Hawkins,21,2020,Clemson,15,55,49,7,14,1,1,1,9,1,0,2,7,0.286,0.309,0.408,0.717,20,,1,0,3,0,,player.fcgi?id=hawkin000bry
Elijah Henderson,21,2020,Clemson,17,79,62,10,20,7,0,0,12,3,0,13,6,0.323,0.456,0.435,0.891,27,,3,0,1,0,,player.fcgi?id=hender000eli
Bo Majkowski*,21,2020,Clemson,14,37,33,3,5,1,0,0,1,2,0,3,8,0.152,0.222,0.182,0.404,6,,0,1,0,0,,player.fcgi?id=majkow000bo-
Kier Meredith*,20,2020,Clemson,17,78,66,9,24,3,0,1,5,3,4,6,6,0.364,0.455,0.455,0.909,30,,5,1,0,0,,player.fcgi?id=meredi000kie
James Parker,20,2020,Clemson,13,55,51,10,15,2,0,1,7,3,0,2,5,0.294,0.315,0.392,0.707,20,,0,1,1,0,,player.fcgi?id=parker010jam
Regan Reid?,--,2020,Clemson,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,,0,0,0,0,,player.fcgi?id=reid--000reg
Davis Sharpe,20,2020,Clemson,16,55,45,6,14,2,0,4,10,1,1,8,14,0.311,0.436,0.622,1.059,28,,2,0,0,0,,player.fcgi?id=sharpe000dav
Mac Starbuck,21,2020,Clemson,11,32,26,5,4,2,0,0,0,2,0,2,8,0.154,0.29,0.231,0.521,6,,3,1,0,0,,player.fcgi?id=starbu000mac
Bryce Teodosio,21,2020,Clemson,8,23,18,2,3,1,0,0,1,3,0,4,4,0.167,0.348,0.222,0.57,4,,1,0,0,0,,player.fcgi?id=teodos000bry
Dylan Brewer*,20,2021,Clemson,49,215,174,35,36,7,0,10,31,6,1,29,65,0.207,0.332,0.42,0.751,73,,6,1,5,0,,player.fcgi?id=brewer000dyl
J.D. Brock*,20,2021,Clemson,11,13,11,2,2,0,0,0,2,0,0,2,6,0.182,0.308,0.182,0.49,2,,0,0,0,0,,player.fcgi?id=brock-000jd-
Jonathan French,20,2021,Clemson,31,118,101,13,25,2,0,5,21,0,0,14,38,0.248,0.347,0.416,0.763,42,,2,0,1,0,,player.fcgi?id=french003jon
Pierce Gallo,21,2021,Clemson,6,14,12,2,3,0,0,0,1,0,0,2,4,0.25,0.357,0.25,0.607,3,,0,0,0,0,,player.fcgi?id=gallo-000pie
Caden Grice*,19,2021,Clemson,52,225,186,40,59,9,1,15,53,2,1,28,74,0.317,0.427,0.618,1.045,115,,9,0,2,4,,player.fcgi?id=grice-000cad
Adam Hackenberg,21,2021,Clemson,33,140,120,17,31,7,0,3,17,1,0,13,27,0.258,0.357,0.392,0.749,47,,6,0,1,0,,player.fcgi?id=hacken000ada
Sam Hall,22,2021,Clemson,25,114,87,22,21,6,0,4,9,3,0,21,33,0.241,0.405,0.448,0.854,39,,3,3,0,0,,player.fcgi?id=hall--005sam
Bryar Hawkins,22,2021,Clemson,37,135,117,20,35,6,1,1,11,2,0,13,31,0.299,0.393,0.393,0.786,46,,5,0,0,0,,player.fcgi?id=hawkin000bry
Elijah Henderson,22,2021,Clemson,31,119,102,20,24,2,0,1,10,2,1,9,15,0.235,0.333,0.284,0.618,29,,6,2,0,0,,player.fcgi?id=hender000eli
Cooper Ingle*,19,2021,Clemson,10,20,16,0,1,0,0,0,3,0,0,3,4,0.063,0.211,0.063,0.273,1,,0,1,0,0,,player.fcgi?id=ingle-000coo
Bo Majkowski*,22,2021,Clemson,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=majkow000bo-
Kier Meredith*,21,2021,Clemson,47,218,180,33,51,8,4,3,25,6,4,12,28,0.283,0.387,0.422,0.809,76,,19,6,1,0,,player.fcgi?id=meredi000kie
James Parker,21,2021,Clemson,52,241,210,33,68,13,0,8,38,1,3,24,51,0.324,0.411,0.5,0.911,105,,7,0,0,2,,player.fcgi?id=parker010jam
Regan Reid?,--,2021,Clemson,11,29,24,1,6,1,0,0,4,0,1,3,7,0.25,0.357,0.292,0.649,7,,1,1,0,0,,player.fcgi?id=reid--000reg
Davis Sharpe,21,2021,Clemson,31,89,76,16,16,6,0,3,12,0,0,8,27,0.211,0.315,0.408,0.723,31,,4,0,1,0,,player.fcgi?id=sharpe000dav
Mac Starbuck,22,2021,Clemson,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=starbu000mac
Bryce Teodosio,22,2021,Clemson,52,187,153,25,36,4,3,8,21,6,3,18,57,0.235,0.361,0.458,0.818,70,,12,4,0,0,,player.fcgi?id=teodos000bry
Alex Urban*,19,2021,Clemson,20,54,53,8,11,0,0,3,9,1,0,1,14,0.208,0.222,0.377,0.6,20,,0,0,0,0,,player.fcgi?id=urban-001ale
Max Wagner,19,2021,Clemson,35,99,84,16,18,5,0,2,9,2,0,11,31,0.214,0.305,0.345,0.651,29,,0,4,0,0,,player.fcgi?id=wagner000max
Blake Wright,19,2021,Clemson,12,42,36,3,6,1,0,1,5,2,0,5,8,0.167,0.262,0.278,0.54,10,,0,0,1,0,,player.fcgi?id=wright003bla
Gavin Abrams*,19,2022,Clemson,2,3,3,0,1,0,0,0,2,0,0,0,2,0.333,0.333,0.333,0.667,1,0,0,0,0,0,,player.fcgi?id=abrams000gav
Billy Amick,19,2022,Clemson,9,19,19,1,2,0,0,0,0,0,0,0,11,0.105,0.105,0.105,0.211,2,0,0,0,0,0,,player.fcgi?id=amick-000bil
Ben Blackwell,23,2022,Clemson,58,270,223,52,73,10,1,3,33,4,1,32,51,0.327,0.428,0.422,0.849,94,3,10,1,4,0,,player.fcgi?id=blackw000ben
Dylan Brewer*,21,2022,Clemson,46,178,154,29,32,8,0,4,24,7,1,16,43,0.208,0.295,0.338,0.633,52,2,4,2,2,1,,player.fcgi?id=brewer000dyl
J.D. Brock*,21,2022,Clemson,27,52,41,9,9,2,0,0,0,0,1,9,19,0.22,0.385,0.268,0.653,11,1,2,0,0,0,,player.fcgi?id=brock-000jd-
Tyler Corbitt,22,2022,Clemson,53,223,200,39,58,7,1,11,40,6,0,12,44,0.29,0.336,0.5,0.836,100,1,4,3,4,0,,player.fcgi?id=corbit000tyl
Chad Fairey*,22,2022,Clemson,33,110,85,16,20,3,0,1,17,1,0,20,29,0.235,0.398,0.306,0.704,26,1,3,2,0,1,,player.fcgi?id=fairey000cha
Jonathan French,21,2022,Clemson,44,164,138,26,30,5,0,8,22,0,0,20,48,0.217,0.333,0.428,0.761,59,1,4,2,0,1,,player.fcgi?id=french003jon
Reed Garris,19,2022,Clemson,7,17,13,5,3,0,0,1,3,0,0,2,4,0.231,0.412,0.462,0.873,6,1,2,0,0,0,,player.fcgi?id=garris000ree
Caden Grice*,20,2022,Clemson,58,267,225,45,55,11,0,12,40,6,1,36,97,0.244,0.36,0.453,0.813,102,2,5,0,1,1,,player.fcgi?id=grice-000cad
Bryar Hawkins,23,2022,Clemson,58,252,207,38,50,8,1,9,43,2,0,33,67,0.242,0.361,0.42,0.781,87,4,8,0,4,0,,player.fcgi?id=hawkin000bry
Cooper Ingle*,20,2022,Clemson,54,256,211,52,74,13,0,8,44,1,0,38,29,0.351,0.449,0.526,0.975,111,4,3,0,4,3,,player.fcgi?id=ingle-000coo
David Lewis,19,2022,Clemson,17,34,29,5,4,1,0,2,2,0,0,3,14,0.138,0.265,0.379,0.644,11,1,2,0,0,0,,player.fcgi?id=lewis-003dav
Spencer Rich,21,2022,Clemson,12,12,12,2,2,1,0,0,0,1,0,0,6,0.167,0.167,0.25,0.417,3,1,0,0,0,0,,player.fcgi?id=rich--000spe
Mac Starbuck,23,2022,Clemson,11,10,8,4,4,0,1,0,2,0,0,1,3,0.5,0.6,0.75,1.35,6,0,1,0,0,0,,player.fcgi?id=starbu000mac
Will Taylor,19,2022,Clemson,13,63,50,14,13,0,0,1,4,1,0,9,11,0.26,0.397,0.32,0.717,16,0,3,0,1,0,,player.fcgi?id=taylor022wil
Camden Troyer*,19,2022,Clemson,18,46,38,7,7,1,1,2,11,1,0,5,7,0.184,0.304,0.421,0.725,16,2,2,0,1,0,,player.fcgi?id=troyer000cam
Max Wagner,20,2022,Clemson,58,259,203,66,75,15,1,27,76,2,1,45,51,0.369,0.496,0.852,1.348,173,5,8,1,2,2,,player.fcgi?id=wagner000max
Blake Wright,20,2022,Clemson,44,185,166,30,58,9,0,11,40,0,1,14,23,0.349,0.397,0.602,0.999,100,4,1,1,3,0,,player.fcgi?id=wright003bla
Gavin Abrams*,20,2023,Clemson,13,34,26,4,6,1,1,1,4,0,0,7,13,0.231,0.394,0.462,0.855,12,0,0,1,0,0,,player.fcgi?id=abrams000gav
Billy Amick,20,2023,Clemson,46,192,167,37,69,17,2,13,63,2,0,13,32,0.413,0.464,0.772,1.236,129,0,7,0,5,0,,player.fcgi?id=amick-000bil
B.J. Bailey*,21,2023,Clemson,18,0,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,player.fcgi?id=bailey000bj-
Riley Bertram#,23,2023,Clemson,63,277,227,38,64,12,0,1,44,18,3,38,40,0.282,0.396,0.348,0.744,79,4,6,4,2,1,,player.fcgi?id=bertra000ril
Tristan Bissetta*,20,2023,Clemson,12,14,13,0,2,1,0,0,1,0,0,1,6,0.154,0.214,0.231,0.445,3,0,0,0,0,0,,player.fcgi?id=bisset000tri
Ben Blackwell,24,2023,Clemson,63,275,236,36,71,10,2,2,31,27,6,27,56,0.301,0.384,0.386,0.769,91,5,6,4,2,0,,player.fcgi?id=blackw000ben
Cam Cannarella*,19,2023,Clemson,59,290,250,72,97,16,3,7,47,24,5,33,39,0.388,0.462,0.56,1.022,140,4,4,0,3,1,,player.fcgi?id=cannar000cam
Tyler Corbitt,23,2023,Clemson,15,33,27,4,4,1,0,0,1,0,0,1,7,0.148,0.281,0.185,0.466,5,2,4,1,0,0,,player.fcgi?id=corbit000tyl
Jack Crighton,19,2023,Clemson,34,76,67,10,16,3,0,0,3,4,1,5,14,0.239,0.311,0.284,0.594,19,0,2,2,0,0,,player.fcgi?id=cright000jac
Chad Fairey*,23,2023,Clemson,23,73,59,12,14,4,0,1,8,1,0,11,26,0.237,0.361,0.356,0.717,21,1,1,1,1,0,,player.fcgi?id=fairey000cha
Caden Grice*,21,2023,Clemson,60,275,228,60,70,15,1,18,68,4,1,30,74,0.307,0.411,0.618,1.029,141,1,13,0,4,1,,player.fcgi?id=grice-000cad
Nathan Hall,19,2023,Clemson,39,85,74,10,18,3,0,1,12,3,1,8,20,0.243,0.321,0.324,0.646,24,2,1,1,1,0,,player.fcgi?id=hall--003nat
Cooper Ingle*,21,2023,Clemson,62,302,256,60,84,16,0,6,34,1,2,39,29,0.328,0.417,0.461,0.878,118,4,3,0,4,1,,player.fcgi?id=ingle-000coo
Jacob Jarrell,20,2023,Clemson,35,119,101,15,21,5,0,5,18,1,0,11,39,0.208,0.296,0.406,0.702,41,3,2,4,1,0,,player.fcgi?id=jarrel000jac
Lleyton Lackey#,20,2023,Clemson,9,9,7,3,0,0,0,0,0,0,0,1,3,0,0.222,0,0.222,0,0,1,0,0,0,,player.fcgi?id=lackey000lle
Ty Olenchuk*,21,2023,Clemson,18,5,5,0,1,0,0,0,1,0,0,0,2,0.2,0.2,0.2,0.4,1,0,0,0,0,0,,player.fcgi?id=olench000ty-
Mac Starbuck,24,2023,Clemson,14,23,16,2,2,1,0,0,1,0,0,2,2,0.125,0.364,0.188,0.551,3,1,4,1,0,0,,player.fcgi?id=starbu000mac
Will Taylor,20,2023,Clemson,62,281,218,67,79,16,2,5,46,11,0,48,56,0.362,0.489,0.523,1.012,114,4,10,1,4,0,,player.fcgi?id=taylor022wil
Blake Wright,21,2023,Clemson,60,268,232,36,58,11,0,8,45,7,5,27,40,0.25,0.326,0.401,0.727,93,6,2,1,6,0,,player.fcgi?id=wright003bla
Tristan Bissetta*,21,2024,Clemson,44,167,141,29,42,7,1,7,34,3,2,22,41,0.298,0.401,0.511,0.912,72,3,3,0,1,2,,player.fcgi?id=bisset000tri
Cooper Blauser,21,2024,Clemson,12,37,29,4,3,1,0,1,3,0,0,6,7,0.103,0.27,0.241,0.512,7,1,1,0,1,0,,player.fcgi?id=blause000coo
Cam Cannarella*,20,2024,Clemson,58,283,246,58,83,16,3,11,60,0,2,34,44,0.337,0.417,0.561,0.978,138,2,1,0,2,7,,player.fcgi?id=cannar000cam
Andrew Ciufo,23,2024,Clemson,27,116,93,19,26,2,1,2,16,5,2,15,29,0.28,0.378,0.387,0.765,36,0,1,5,2,0,,player.fcgi?id=ciufo-000and
Brodey Conn*,20,2024,Clemson,2,3,3,1,1,0,0,1,1,0,0,0,0,0.333,0.333,1.333,1.667,4,0,0,0,0,0,,player.fcgi?id=conn--000bro
Jack Crighton,20,2024,Clemson,40,130,115,16,36,7,1,0,12,3,2,10,17,0.313,0.377,0.391,0.768,45,4,3,0,2,0,,player.fcgi?id=cright000jac
Jay Dillard,20,2024,Clemson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,player.fcgi?id=dillar003jay
Nathan Hall,20,2024,Clemson,12,27,22,2,5,1,0,0,3,4,0,4,4,0.227,0.346,0.273,0.619,6,2,0,1,0,0,,player.fcgi?id=hall--003nat
Jacob Hinderleider,23,2024,Clemson,59,270,238,44,80,17,1,13,60,9,1,25,64,0.336,0.407,0.58,0.987,138,7,5,0,2,0,,player.fcgi?id=hinder000jac
Jacob Jarrell,21,2024,Clemson,28,116,97,21,28,5,0,6,24,0,0,13,34,0.289,0.388,0.526,0.914,51,4,4,0,2,0,,player.fcgi?id=jarrel000jac
Lleyton Lackey#,21,2024,Clemson,7,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,,player.fcgi?id=lackey000lle
Ty Marshall#,19,2024,Clemson,6,6,5,0,0,0,0,0,0,0,0,0,2,0,0.167,0,0.167,0,1,1,0,0,0,,player.fcgi?id=marsha000ty-
Alden Mathes*,23,2024,Clemson,59,286,224,64,69,12,1,10,33,5,2,42,49,0.308,0.445,0.504,0.95,113,1,15,3,2,0,,player.fcgi?id=mathes000ald
Tryston McCladdie*,18,2024,Clemson,15,23,17,4,4,0,0,0,3,1,0,5,5,0.235,0.409,0.235,0.644,4,0,0,1,0,0,,player.fcgi?id=mcclad000try
Nolan Nawrocki,20,2024,Clemson,36,147,125,28,33,5,0,4,24,11,0,13,29,0.264,0.352,0.4,0.752,50,1,5,2,2,0,,player.fcgi?id=nawroc000nol
Jimmy Obertop,24,2024,Clemson,57,272,218,62,66,11,0,22,56,1,0,49,79,0.303,0.438,0.656,1.093,143,2,4,0,1,0,,player.fcgi?id=oberto000jim
Ty Olenchuk*,22,2024,Clemson,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,1,0,0,0,,player.fcgi?id=olench000ty-
Devin Parks,18,2024,Clemson,10,6,5,4,0,0,0,0,0,0,0,1,5,0,0.167,0,0.167,0,0,0,0,0,0,,player.fcgi?id=parks-000dev
Jarren Purify,18,2024,Clemson,54,202,165,32,41,7,1,3,28,11,2,17,50,0.248,0.345,0.358,0.703,59,2,9,8,3,0,,player.fcgi?id=purify000jar
Will Taylor,21,2024,Clemson,32,145,100,28,23,2,1,7,19,6,1,33,26,0.23,0.465,0.48,0.945,48,0,11,1,0,1,,player.fcgi?id=taylor022wil
Blake Wright,22,2024,Clemson,60,285,256,68,87,10,2,22,75,0,0,16,37,0.34,0.382,0.652,1.035,167,6,6,0,7,0,,player.fcgi?id=wright003bla
Tristan Bissetta*,22,2025,Clemson,31,95,75,13,17,2,0,3,16,2,0,15,28,0.227,0.358,0.373,0.731,28,1,2,0,3,0,,player.fcgi?id=bisset000tri
Cam Cannarella*,21,2025,Clemson,61,292,232,62,82,22,2,5,52,6,4,52,42,0.353,0.479,0.53,1.01,123,7,6,0,2,1,,player.fcgi?id=cannar000cam
Josh Castellani*,19,2025,Clemson,6,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,player.fcgi?id=castel008jos
Andrew Ciufo,24,2025,Clemson,60,244,194,38,51,10,1,6,33,7,1,24,61,0.263,0.378,0.418,0.795,81,5,13,11,2,0,,player.fcgi?id=ciufo-000and
Jack Crighton,21,2025,Clemson,48,169,143,27,41,6,2,1,19,5,1,17,27,0.287,0.37,0.378,0.747,54,6,3,4,2,0,,player.fcgi?id=cright000jac
Jay Dillard,21,2025,Clemson,18,24,16,4,2,1,0,0,0,0,0,6,6,0.125,0.391,0.188,0.579,3,0,1,1,0,0,,player.fcgi?id=dillar003jay
Luke Gaffney,21,2025,Clemson,54,228,188,26,51,7,0,5,39,2,0,23,44,0.271,0.357,0.388,0.745,73,4,7,1,9,0,,player.fcgi?id=gaffne000luk
Jacob Jarrell,22,2025,Clemson,59,244,198,45,52,5,0,15,41,0,0,34,67,0.263,0.387,0.515,0.902,102,7,8,1,3,0,,player.fcgi?id=jarrel000jac
Dominic Listi*,23,2025,Clemson,63,292,203,62,63,15,1,5,47,13,2,55,48,0.31,0.507,0.468,0.975,95,2,30,0,4,1,,player.fcgi?id=listi-000dom
Ty Marshall#,20,2025,Clemson,9,6,4,0,1,0,0,0,1,0,0,1,2,0.25,0.333,0.25,0.583,1,0,0,0,1,0,,player.fcgi?id=marsha000ty-
Tryston McCladdie*,19,2025,Clemson,34,114,94,23,27,4,1,5,19,9,2,16,26,0.287,0.393,0.511,0.903,48,1,1,2,1,0,,player.fcgi?id=mcclad000try
Josh Paino,24,2025,Clemson,63,282,237,47,59,10,1,10,47,10,2,29,87,0.249,0.354,0.426,0.78,101,3,11,2,3,0,,player.fcgi?id=paino-000jos
Hideki Prather,20,2025,Clemson,4,4,4,1,3,1,0,0,0,0,0,0,0,0.75,0.75,1,1.75,4,0,0,0,0,0,,player.fcgi?id=prathe000hid
Collin Priest*,20,2025,Clemson,59,258,196,36,47,11,0,12,52,0,0,47,61,0.24,0.407,0.48,0.887,94,4,11,0,4,2,,player.fcgi?id=priest000col
Jarren Purify,19,2025,Clemson,57,264,208,54,62,10,3,6,35,29,4,32,65,0.298,0.417,0.462,0.879,96,3,14,5,5,0,,player.fcgi?id=purify000jar
TP Wentworth*,19,2025,Clemson,35,60,50,8,11,3,0,0,7,2,0,8,17,0.22,0.35,0.28,0.63,14,0,2,0,0,0,,player.fcgi?id=wentwo000tp-
Chase Butler,19,2011,Georgia Tech,31,35,30,5,7,2,0,0,6,1,1,5,12,0.233,0.343,0.3,0.643,9,,0,0,0,,,player.fcgi?id=butler008cha
Alex Cruz,18,2011,Georgia Tech,12,17,16,0,3,0,0,0,1,0,0,0,5,0.188,0.235,0.188,0.423,3,,1,0,0,,,player.fcgi?id=cruz--003ale
Jake Davies*,21,2011,Georgia Tech,62,257,222,39,77,13,1,5,35,0,0,29,48,0.347,0.416,0.482,0.898,107,,0,2,4,,,player.fcgi?id=davies000jak
Jarrett Didrick?,--,2011,Georgia Tech,6,5,5,0,1,1,0,0,0,0,0,0,2,0.2,0.2,0.4,0.6,2,,0,0,0,,,player.fcgi?id=didric000jar
Sam Dove,20,2011,Georgia Tech,54,204,171,30,53,6,1,0,18,6,1,20,34,0.31,0.398,0.357,0.755,61,,7,3,3,,,player.fcgi?id=dove--000sam
Mitch Earnest?,--,2011,Georgia Tech,9,7,7,0,1,0,0,0,0,0,0,0,1,0.143,0.143,0.143,0.286,1,,0,0,0,,,player.fcgi?id=earnes000mit
Jake Esch,21,2011,Georgia Tech,63,303,263,55,84,23,2,6,41,9,0,21,33,0.319,0.385,0.49,0.876,129,,9,7,3,,,player.fcgi?id=esch--000jac
Zane Evans,19,2011,Georgia Tech,58,254,226,34,61,14,0,5,46,2,0,20,53,0.27,0.327,0.398,0.725,90,,0,6,2,,,player.fcgi?id=evans-000zan
Mott Hyde,19,2011,Georgia Tech,63,263,229,39,63,13,1,4,47,6,1,23,51,0.275,0.352,0.393,0.746,90,,6,2,3,,,player.fcgi?id=hyde--001dan
Paul Kronenfeld*,19,2011,Georgia Tech,22,31,28,1,4,1,0,0,1,0,0,2,14,0.143,0.226,0.179,0.404,5,,1,0,0,,,player.fcgi?id=kronen000pau
Evan Martin?,--,2011,Georgia Tech,24,36,35,4,7,0,0,2,4,1,0,1,5,0.2,0.222,0.371,0.594,13,,0,0,0,,,player.fcgi?id=martin000eva
Daniel Palka*,19,2011,Georgia Tech,63,265,232,41,69,18,3,12,52,3,0,21,71,0.297,0.375,0.556,0.931,129,,9,1,2,,,player.fcgi?id=palka-001dan
Matt Skole*,21,2011,Georgia Tech,61,283,233,56,81,16,0,10,58,1,3,44,33,0.348,0.445,0.545,0.99,127,,1,0,5,,,player.fcgi?id=skole-000mat
DeAndre Smelter,19,2011,Georgia Tech,34,60,45,11,10,1,0,0,7,2,1,10,15,0.222,0.4,0.244,0.644,11,,4,0,1,,,player.fcgi?id=smelte001dea
Brandon Thomas,20,2011,Georgia Tech,63,253,205,29,63,12,2,3,29,19,3,36,42,0.307,0.417,0.429,0.846,88,,4,6,2,,,player.fcgi?id=thomas014joh
Chris Triplett,19,2011,Georgia Tech,6,3,2,0,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333,0,,0,0,0,,,player.fcgi?id=triple001chr
Jeff Ussery?,--,2011,Georgia Tech,6,5,5,1,1,1,0,0,0,0,0,0,2,0.2,0.2,0.4,0.6,2,,0,0,0,,,player.fcgi?id=ussery000jef
Connor Winn?,--,2011,Georgia Tech,22,10,10,4,2,0,0,0,0,1,0,0,2,0.2,0.2,0.2,0.4,2,,0,0,0,,,player.fcgi?id=winn--000con
Colby Wren?,--,2011,Georgia Tech,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,player.fcgi?id=wren--000col
Kyle Wren*,20,2011,Georgia Tech,63,304,265,57,90,11,7,1,32,16,7,30,32,0.34,0.412,0.445,0.857,118,,4,3,2,,,player.fcgi?id=wren--000kyl
Chase Butler,20,2012,Georgia Tech,25,57,45,8,12,0,0,1,3,0,0,10,9,0.267,0.4,0.333,0.733,15,,0,2,0,0,,player.fcgi?id=butler008cha
Alex Cruz,19,2012,Georgia Tech,36,13,11,0,1,0,0,0,1,0,0,1,5,0.091,0.167,0.091,0.258,1,,0,1,0,0,,player.fcgi?id=cruz--003ale
Jake Davies*,22,2012,Georgia Tech,64,273,239,43,78,11,0,14,73,0,1,28,24,0.326,0.401,0.548,0.949,131,,3,1,2,2,,player.fcgi?id=davies000jak
Sam Dove,21,2012,Georgia Tech,64,291,253,54,86,15,1,3,30,12,1,30,47,0.34,0.411,0.443,0.853,112,,1,6,1,0,,player.fcgi?id=dove--000sam
Mitch Earnest?,--,2012,Georgia Tech,23,47,40,4,10,4,0,0,7,1,0,3,15,0.25,0.283,0.35,0.633,14,,0,1,3,0,,player.fcgi?id=earnes000mit
Zane Evans,20,2012,Georgia Tech,60,251,224,34,66,17,1,4,51,1,0,24,45,0.295,0.363,0.433,0.796,97,,1,0,2,0,,player.fcgi?id=evans-000zan
Cameron Gibson?,--,2012,Georgia Tech,19,25,24,1,3,0,0,0,1,1,0,1,3,0.125,0.16,0.125,0.285,3,,0,0,0,0,,player.fcgi?id=gibson001cam
Michael Hodorowski?,--,2012,Georgia Tech,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333,0,,0,0,0,0,,player.fcgi?id=hodoro000mic
Mott Hyde,20,2012,Georgia Tech,62,244,214,36,57,11,0,7,33,10,4,15,51,0.266,0.322,0.416,0.738,89,,6,2,7,0,,player.fcgi?id=hyde--001dan
Paul Kronenfeld*,20,2012,Georgia Tech,38,94,89,10,27,4,1,3,20,2,1,5,33,0.303,0.34,0.472,0.812,42,,0,0,0,0,,player.fcgi?id=kronen000pau
Connor Lynch,19,2012,Georgia Tech,29,92,82,11,24,5,0,1,14,1,1,7,11,0.293,0.348,0.39,0.738,32,,1,0,2,0,,player.fcgi?id=lynch-000con
Evan Martin?,--,2012,Georgia Tech,31,62,56,8,15,4,1,1,5,4,1,4,14,0.268,0.311,0.429,0.74,24,,0,1,1,1,,player.fcgi?id=martin000eva
A.J. Murray,19,2012,Georgia Tech,12,15,12,1,1,0,0,0,1,0,1,2,1,0.083,0.2,0.083,0.283,1,,0,0,1,0,,player.fcgi?id=murray001and
Daniel Palka*,20,2012,Georgia Tech,64,274,238,44,72,19,2,12,47,6,1,17,50,0.303,0.38,0.55,0.93,131,,15,0,4,4,,player.fcgi?id=palka-001dan
Charles Sheffield,19,2012,Georgia Tech,12,13,12,0,3,0,0,0,1,0,0,1,6,0.25,0.308,0.25,0.558,3,,0,0,0,0,,player.fcgi?id=sheffi000cha
DeAndre Smelter,20,2012,Georgia Tech,15,3,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=smelte001dea
Thomas Smith,19,2012,Georgia Tech,39,154,126,18,38,6,0,0,12,5,4,15,14,0.302,0.407,0.349,0.756,44,,8,4,1,0,,player.fcgi?id=smith-027tho
Daniel Spingola*,19,2012,Georgia Tech,23,47,43,5,15,3,0,0,5,4,1,4,9,0.349,0.404,0.419,0.823,18,,0,0,0,0,,player.fcgi?id=spigno000dan
Brandon Thomas,21,2012,Georgia Tech,56,265,211,57,76,15,5,5,44,12,5,37,43,0.36,0.481,0.55,1.031,116,,13,3,1,1,,player.fcgi?id=thomas014joh
Connor Winn?,--,2012,Georgia Tech,27,72,62,12,11,3,0,0,9,4,1,8,14,0.177,0.268,0.226,0.493,14,,0,1,1,0,,player.fcgi?id=winn--000con
Colby Wren?,--,2012,Georgia Tech,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=wren--000col
Kyle Wren*,21,2012,Georgia Tech,62,302,258,56,66,10,6,2,22,16,7,33,30,0.256,0.346,0.364,0.71,94,,3,7,1,0,,player.fcgi?id=wren--000kyl
Dylan Dore,--,2013,Georgia Tech,27,45,38,8,11,3,0,0,4,0,0,3,10,0.289,0.386,0.368,0.755,14,,3,1,0,0,,player.fcgi?id=dore--000dyl
Sam Dove,22,2013,Georgia Tech,61,277,233,47,67,14,3,3,34,7,3,30,44,0.288,0.371,0.412,0.783,96,,4,5,5,0,,player.fcgi?id=dove--000sam
Mitch Earnest?,--,2013,Georgia Tech,32,70,62,13,19,4,0,3,15,1,0,3,19,0.306,0.368,0.516,0.884,32,,3,2,0,0,,player.fcgi?id=earnes000mit
Zane Evans,21,2013,Georgia Tech,64,284,244,47,88,12,1,14,66,0,1,33,40,0.361,0.43,0.59,1.02,144,,1,0,6,5,,player.fcgi?id=evans-000zan
