Name,Age,Season,Team,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Bennett Nance?,--,2019,North Carolina,0,0,,0,4,0,,0,0,0,1,2,0,0,0,2,0,1,0,0,0,7,4,18,0,18,9,0.5,,player.fcgi?id=nance-000ben
Caden O'Brien*,20,2019,North Carolina,1,1,0.5,5.13,30,0,,0,0,2,33.1,27,25,19,4,22,0,29,2,0,1,149,1.47,7.3,1.1,5.9,7.8,1.32,,player.fcgi?id=obrien000cad
Connor Ollio,19,2019,North Carolina,3,1,0.75,4.58,22,5,,0,0,0,37.1,38,22,19,5,16,0,44,2,0,2,168,1.446,9.2,1.2,3.9,10.6,2.75,,player.fcgi?id=ollio-000con
Nik Pry,19,2019,North Carolina,0,0,,18,5,0,,0,0,0,4,6,8,8,1,0,0,7,2,0,1,20,1.5,13.5,2.3,0,15.8,,,player.fcgi?id=pry---000nik
Will Sandy*,19,2019,North Carolina,2,2,0.5,5.52,22,11,,0,0,0,58.2,63,39,36,2,31,0,41,3,1,2,269,1.602,9.7,0.3,4.8,6.3,1.32,,player.fcgi?id=sandy-000wil
Max Alba,20,2020,North Carolina,1,0,1,6.97,5,2,,0,0,0,10.1,11,8,8,0,5,0,9,1,0,2,47,1.548,9.6,0,4.4,7.8,1.8,,player.fcgi?id=alba--000max
Kyle Blendinger,--,2020,North Carolina,0,0,,0,1,0,,0,0,0,1,2,0,0,0,1,0,1,0,0,0,6,3,18,0,9,9,1,,player.fcgi?id=blendi000kyl
Joe Charles,20,2020,North Carolina,0,0,,0,3,0,,0,0,0,1.1,0,0,0,0,4,0,2,0,0,2,8,3,0,0,27,13.5,0.5,,player.fcgi?id=charle000jos
Austin Elliott?,--,2020,North Carolina,0,0,,3.86,6,0,,0,0,0,4.2,2,2,2,0,8,0,6,1,0,2,24,2.143,3.9,0,15.4,11.6,0.75,,player.fcgi?id=elliot002aus
Gage Gillian,21,2020,North Carolina,0,0,,2.45,6,0,,0,0,1,7.1,6,2,2,0,3,0,11,0,0,1,32,1.227,7.4,0,3.7,13.5,3.67,,player.fcgi?id=gillia000gag
Nick James*,19,2020,North Carolina,0,0,,3.86,3,0,,0,0,0,2.1,2,2,1,1,1,0,4,0,0,0,11,1.286,7.7,3.9,3.9,15.4,4,,player.fcgi?id=james-003nic
Chris Joyner?,--,2020,North Carolina,0,0,,1.74,9,0,,0,0,0,10.1,12,2,2,0,2,0,8,2,0,1,47,1.355,10.5,0,1.7,7,4,,player.fcgi?id=joyner000chr
Joey Lancellotti,22,2020,North Carolina,2,1,0.667,2.22,4,4,,0,0,0,24.1,13,6,6,2,8,0,21,2,0,2,98,0.863,4.8,0.7,3,7.8,2.63,,player.fcgi?id=lancel000joe
Austin Love,21,2020,North Carolina,1,0,1,6.75,8,0,,0,0,1,14.2,11,12,11,3,8,1,14,0,0,1,60,1.295,6.8,1.8,4.9,8.6,1.75,,player.fcgi?id=love--000aus
Kyle Mott,20,2020,North Carolina,3,0,1,2.7,9,0,,0,0,0,16.2,13,6,5,2,6,1,20,2,0,1,71,1.14,7,1.1,3.2,10.8,3.33,,player.fcgi?id=mott--000kyl
Caden O'Brien*,21,2020,North Carolina,0,1,0,2.08,6,2,,0,0,0,13,8,5,3,0,13,0,20,1,0,0,59,1.615,5.5,0,9,13.8,1.54,,player.fcgi?id=obrien000cad
Michael Oh,22,2020,North Carolina,0,0,,5.68,2,2,,0,0,0,6.1,7,4,4,0,2,0,5,0,0,0,27,1.421,9.9,0,2.8,7.1,2.5,,player.fcgi?id=oh----000mic
Connor Ollio,20,2020,North Carolina,1,1,0.5,4.61,4,4,,0,0,0,13.2,16,11,7,0,2,0,8,2,0,1,62,1.317,10.5,0,1.3,5.3,4,,player.fcgi?id=ollio-000con
Davison Palermo,20,2020,North Carolina,1,0,1,1.86,5,1,,0,0,0,9.2,2,5,2,0,6,0,10,1,0,0,40,0.828,1.9,0,5.6,9.3,1.67,,player.fcgi?id=palerm000dav
Nik Pry,20,2020,North Carolina,3,2,0.6,4.66,7,0,,0,0,0,9.2,8,5,5,1,3,0,7,0,0,1,40,1.138,7.4,0.9,2.8,6.5,2.33,,player.fcgi?id=pry---000nik
Shawn Rapp*,19,2020,North Carolina,0,0,,1.23,8,0,,0,0,1,7.1,1,1,1,0,3,0,6,0,0,0,24,0.545,1.2,0,3.7,7.4,2,,player.fcgi?id=rapp--000sha
Will Sandy*,20,2020,North Carolina,0,2,0,4.5,4,4,,0,0,0,20,17,10,10,3,8,0,20,2,0,1,89,1.25,7.7,1.4,3.6,9,2.5,,player.fcgi?id=sandy-000wil
Max Alba,21,2021,North Carolina,2,4,0.333,6.96,12,9,,0,0,0,32.1,35,26,25,10,8,0,29,2,0,3,142,1.33,9.7,2.8,2.2,8.1,3.63,,player.fcgi?id=alba--000max
Kyle Blendinger,--,2021,North Carolina,0,0,,6,3,0,,0,0,0,3,2,3,2,0,4,0,0,0,0,0,15,2,6,0,12,0,0,,player.fcgi?id=blendi000kyl
Max Carlson,19,2021,North Carolina,2,2,0.5,6.04,7,7,,0,0,0,28.1,24,20,19,3,17,0,23,2,0,6,124,1.447,7.6,1,5.4,7.3,1.35,,player.fcgi?id=carlso000max
Caleb Cozart,20,2021,North Carolina,0,0,,6.48,13,5,,0,0,0,25,27,20,18,0,15,1,18,2,0,1,120,1.68,9.7,0,5.4,6.5,1.2,,player.fcgi?id=cozart000cal
Gage Gillian,22,2021,North Carolina,1,2,0.333,2.34,24,1,,0,0,4,50,38,15,13,4,9,1,49,3,0,1,201,0.94,6.8,0.7,1.6,8.8,5.44,,player.fcgi?id=gillia000gag
Nick James*,20,2021,North Carolina,1,0,1,2.89,10,0,,0,0,0,9.1,7,3,3,0,8,0,10,1,0,1,43,1.607,6.8,0,7.7,9.6,1.25,,player.fcgi?id=james-003nic
Chris Joyner?,--,2021,North Carolina,1,1,0.5,4.3,11,1,,0,0,0,14.2,20,11,7,1,4,0,17,0,1,2,67,1.636,12.3,0.6,2.5,10.4,4.25,,player.fcgi?id=joyner000chr
Joey Lancellotti,23,2021,North Carolina,1,1,0.5,2.45,4,0,,0,0,1,11,11,3,3,0,4,0,12,1,0,5,47,1.364,9,0,3.3,9.8,3,,player.fcgi?id=lancel000joe
Austin Love,22,2021,North Carolina,10,4,0.714,3.71,17,16,,2,0,0,102,85,45,42,9,32,0,129,2,0,20,418,1.147,7.5,0.8,2.8,11.4,4.03,,player.fcgi?id=love--000aus
Kyle Mott,21,2021,North Carolina,0,0,,18,4,0,,0,0,0,2,4,4,4,2,3,0,2,0,0,3,13,3.5,18,9,13.5,9,0.67,,player.fcgi?id=mott--000kyl
Caden O'Brien*,22,2021,North Carolina,3,1,0.75,5.2,21,2,,0,0,3,36.1,36,22,21,3,15,0,38,1,0,3,158,1.404,8.9,0.7,3.7,9.4,2.53,,player.fcgi?id=obrien000cad
Michael Oh,23,2021,North Carolina,0,0,,3.86,4,0,,0,0,0,4.2,3,2,2,1,1,0,3,1,0,0,18,0.857,5.8,1.9,1.9,5.8,3,,player.fcgi?id=oh----000mic
Connor Ollio,21,2021,North Carolina,2,3,0.4,5.06,20,3,,0,0,2,32,28,19,18,3,19,0,28,1,0,3,142,1.469,7.9,0.8,5.3,7.9,1.47,,player.fcgi?id=ollio-000con
Davison Palermo,21,2021,North Carolina,0,1,0,6.88,17,0,,0,0,0,17,19,15,13,2,17,0,20,3,0,5,88,2.118,10.1,1.1,9,10.6,1.18,,player.fcgi?id=palerm000dav
Cannon Pickell,18,2021,North Carolina,0,0,,2.45,4,0,,0,0,0,3.2,3,1,1,0,5,0,6,2,0,0,19,2.182,7.4,0,12.3,14.7,1.2,,player.fcgi?id=pickel000can
Nik Pry,21,2021,North Carolina,3,4,0.429,6.27,29,0,,0,0,4,47.1,51,40,33,11,18,1,62,2,0,13,216,1.458,9.7,2.1,3.4,11.8,3.44,,player.fcgi?id=pry---000nik
Tanner Quick,19,2021,North Carolina,0,1,0,27,1,1,,0,0,0,1,3,3,3,0,1,0,1,0,0,0,7,4,27,0,9,9,1,,player.fcgi?id=quick-000tan
Shawn Rapp*,20,2021,North Carolina,1,2,0.333,5.21,25,5,,0,0,0,46.2,56,27,27,4,14,1,59,11,0,4,215,1.5,10.8,0.8,2.7,11.4,4.21,,player.fcgi?id=rapp--000sha
Will Sandy*,21,2021,North Carolina,1,1,0.5,11.42,10,5,,0,0,0,17.1,25,25,22,2,12,0,8,4,0,2,94,2.135,13,1,6.2,4.2,0.67,,player.fcgi?id=sandy-000wil
Connor Bovair,20,2022,North Carolina,5,4,0.556,5.5,23,9,,0,0,1,54,53,38,33,13,32,2,49,1,0,3,246,1.574,8.8,2.2,5.3,8.2,1.53,,player.fcgi?id=bovair000con
Max Carlson,20,2022,North Carolina,4,3,0.571,3.71,18,18,,0,0,0,77.2,70,37,32,10,38,0,88,5,1,9,341,1.391,8.1,1.2,4.4,10.2,2.32,,player.fcgi?id=carlso000max
Caleb Cozart,21,2022,North Carolina,0,0,,1.08,8,0,,0,0,0,8.1,7,1,1,0,4,0,7,2,0,0,38,1.32,7.6,0,4.3,7.6,1.75,,player.fcgi?id=cozart000cal
Gage Gillian,23,2022,North Carolina,3,3,0.5,4.13,33,1,,0,0,0,52.1,55,25,24,9,16,2,40,0,0,1,222,1.357,9.5,1.5,2.8,6.9,2.5,,player.fcgi?id=gillia000gag
Kyle Mott,22,2022,North Carolina,6,3,0.667,6.02,24,1,,0,0,1,40.1,44,30,27,7,17,0,55,5,1,2,188,1.512,9.8,1.6,3.8,12.3,3.24,,player.fcgi?id=mott--000kyl
Caden O'Brien*,23,2022,North Carolina,3,0,1,3.86,25,0,,0,0,5,28,24,15,12,2,15,2,35,3,0,2,123,1.393,7.7,0.6,4.8,11.3,2.33,,player.fcgi?id=obrien000cad
Connor Ollio,22,2022,North Carolina,1,1,0.5,6.75,21,3,,0,0,0,24,37,18,18,5,8,1,21,2,0,0,114,1.875,13.9,1.9,3,7.9,2.63,,player.fcgi?id=ollio-000con
Davison Palermo,22,2022,North Carolina,2,2,0.5,2.78,37,0,,0,0,5,58.1,40,20,18,7,24,0,74,4,0,1,243,1.097,6.2,1.1,3.7,11.4,3.08,,player.fcgi?id=palerm000dav
Shaddon Peavyhouse,23,2022,North Carolina,3,3,0.5,4.97,18,6,,0,0,0,29,29,19,16,4,19,0,23,6,0,4,140,1.655,9,1.2,5.9,7.1,1.21,,player.fcgi?id=peavyh000sha
Nik Pry,22,2022,North Carolina,3,0,1,4.54,32,0,,0,0,0,37.2,44,22,19,5,18,0,43,2,0,16,173,1.646,10.5,1.2,4.3,10.3,2.39,,player.fcgi?id=pry---000nik
Tanner Quick,20,2022,North Carolina,0,0,,0,1,0,,0,0,0,0.2,0,0,0,0,2,0,1,1,0,0,5,3,0,0,27,13.5,0.5,,player.fcgi?id=quick-000tan
Shawn Rapp*,21,2022,North Carolina,4,0,1,3.8,42,2,,0,0,1,45,42,25,19,5,22,1,59,6,0,3,205,1.422,8.4,1,4.4,11.8,2.68,,player.fcgi?id=rapp--000sha
Will Sandy*,22,2022,North Carolina,1,0,1,2.59,12,6,,0,0,0,24.1,18,8,7,2,18,0,14,2,0,1,111,1.479,6.7,0.7,6.7,5.2,0.78,,player.fcgi?id=sandy-000wil
Brandon Schaeffer*,22,2022,North Carolina,7,3,0.7,3.75,21,18,,1,1,1,96,110,45,40,14,24,1,71,9,2,5,413,1.396,10.3,1.3,2.3,6.7,2.96,,player.fcgi?id=schaef000bra
Alden Segui,19,2022,North Carolina,0,0,,0,1,0,,0,0,0,1,1,1,0,0,1,0,3,0,0,1,5,2,9,0,9,27,3,,player.fcgi?id=sequi-000ald
Carson Starnes,19,2022,North Carolina,0,0,,13.5,2,0,,0,0,0,0.2,1,1,1,1,0,0,1,0,0,0,3,1.5,13.5,13.5,0,13.5,,,player.fcgi?id=starne000car
Nelson Berkwich*,21,2023,North Carolina,2,2,0.5,9,22,0,,0,0,0,10,15,10,10,1,5,0,15,2,0,2,50,2,13.5,0.9,4.5,13.5,3,,player.fcgi?id=berkwi000nel
Connor Bovair,21,2023,North Carolina,4,4,0.5,5.57,16,14,,0,0,0,72.2,79,50,45,12,22,0,57,4,1,5,326,1.39,9.8,1.5,2.7,7.1,2.59,,player.fcgi?id=bovair000con
Max Carlson,21,2023,North Carolina,5,2,0.714,5.45,17,14,,0,0,1,76,74,49,46,15,32,0,76,4,0,5,325,1.395,8.8,1.8,3.8,9,2.38,,player.fcgi?id=carlso000max
Kevin Eaise,23,2023,North Carolina,3,3,0.5,3.04,28,1,,0,0,5,56.1,41,21,19,7,28,3,61,3,0,5,237,1.225,6.6,1.1,4.5,9.7,2.18,,player.fcgi?id=eaise-000kev
Jake Knapp,22,2023,North Carolina,5,4,0.556,5.04,16,16,,0,0,0,64.1,67,40,36,14,36,1,65,5,0,8,299,1.601,9.4,2,5,9.1,1.81,,player.fcgi?id=knapp-000jak
Matthew Matthijs,19,2023,North Carolina,0,1,0,3.86,23,0,,0,0,0,21,28,16,9,3,18,0,28,1,0,3,112,2.19,12,1.3,7.7,12,1.56,,player.fcgi?id=matthi000mat
Cam Padgett,19,2023,North Carolina,2,1,0.667,5.73,20,4,,0,0,0,37.2,42,25,24,2,16,0,28,5,0,2,174,1.54,10,0.5,3.8,6.7,1.75,,player.fcgi?id=padget000cam
Dalton Pence*,20,2023,North Carolina,4,3,0.571,3.33,27,5,,0,0,2,48.2,40,21,18,6,19,0,50,0,1,0,205,1.212,7.4,1.1,3.5,9.2,2.63,,player.fcgi?id=pence-000dal
Kyle Percival*,19,2023,North Carolina,2,0,1,3.66,12,4,,0,0,0,19.2,16,11,8,5,13,0,16,0,0,3,89,1.475,7.3,2.3,5.9,7.3,1.23,,player.fcgi?id=perciv000kyl
Ben Peterson,21,2023,North Carolina,3,0,1,5.4,25,0,,0,0,1,35,37,21,21,6,21,0,30,0,0,6,161,1.657,9.5,1.5,5.4,7.7,1.43,,player.fcgi?id=peters006ben
Matt Poston,22,2023,North Carolina,3,3,0.5,1.9,31,0,,0,0,5,42.2,21,10,9,2,23,0,49,8,0,8,178,1.031,4.4,0.4,4.9,10.3,2.13,,player.fcgi?id=poston000mat
Nik Pry,23,2023,North Carolina,1,0,1,7.15,17,0,,0,0,0,11.1,10,10,9,3,9,0,12,0,0,0,51,1.676,7.9,2.4,7.1,9.5,1.33,,player.fcgi?id=pry---000nik
Will Sandy*,23,2023,North Carolina,2,0,1,6.21,17,2,,0,0,1,29,35,21,20,7,17,0,35,3,0,2,136,1.793,10.9,2.2,5.3,10.9,2.06,,player.fcgi?id=sandy-000wil
Will Simmons,19,2023,North Carolina,0,0,,0,4,0,,0,0,0,3,3,3,0,0,0,0,2,0,0,0,13,1,9,0,0,6,,,player.fcgi?id=simmon006wil
Carson Starnes,20,2023,North Carolina,0,0,,0,1,0,,0,0,0,1,0,0,0,0,2,0,2,0,0,1,5,2,0,0,18,18,1,,player.fcgi?id=starne000car
Justin Szestowicki,20,2023,North Carolina,0,1,0,5.68,8,0,,0,0,0,6.1,11,6,4,2,1,0,1,0,0,0,30,1.895,15.6,2.8,1.4,1.4,1,,player.fcgi?id=szesto000jus
Folger Boaz*,20,2024,North Carolina,3,1,0.75,5.77,9,9,,0,0,0,39,48,26,25,7,19,1,38,5,0,5,188,1.718,11.1,1.6,4.4,8.8,2,,player.fcgi?id=boaz--000fol
Connor Bovair,22,2024,North Carolina,1,0,1,3.62,23,1,,0,0,1,27.1,28,12,11,4,8,0,27,0,0,0,118,1.317,9.2,1.3,2.6,8.9,3.38,,player.fcgi?id=bovair000con
Francesco Capocci,20,2024,North Carolina,0,0,,12.27,5,0,,0,0,0,3.2,6,7,5,0,2,0,7,1,1,0,21,2.182,14.7,0,4.9,17.2,3.5,,player.fcgi?id=capocc000fra
Jason DeCaro,18,2024,North Carolina,6,1,0.857,3.81,18,18,,0,0,0,89.2,74,41,38,10,44,0,78,9,0,3,388,1.316,7.4,1,4.4,7.8,1.77,,player.fcgi?id=decaro000jas
Ryan Fischer,23,2024,North Carolina,0,0,,4.76,5,0,,0,0,1,5.2,10,5,3,1,5,1,4,0,0,0,32,2.647,15.9,1.6,7.9,6.4,0.8,,player.fcgi?id=fische003rya
Boston Flannery,20,2024,North Carolina,0,0,,15.19,6,2,,0,0,0,5.1,10,11,9,0,9,0,2,3,0,2,40,3.563,16.9,0,15.2,3.4,0.22,,player.fcgi?id=flanne000bos
Aidan Haugh,21,2024,North Carolina,4,3,0.571,4.83,22,8,,0,0,0,54,58,33,29,10,27,0,61,3,0,7,251,1.574,9.7,1.7,4.5,10.2,2.26,,player.fcgi?id=haugh-000aid
Olin Johnson,19,2024,North Carolina,1,0,1,4.96,7,6,,0,0,0,16.1,20,15,9,0,8,0,10,1,0,3,80,1.714,11,0,4.4,5.5,1.25,,player.fcgi?id=johnso002oli
Matthew Matthijs,20,2024,North Carolina,12,4,0.75,3.72,36,0,,0,0,0,58,49,29,24,5,18,0,56,5,0,2,241,1.155,7.6,0.8,2.8,8.7,3.11,,player.fcgi?id=matthi000mat
Cam Padgett,20,2024,North Carolina,1,0,1,5.22,17,2,,0,0,0,29.1,34,19,17,5,10,0,20,2,1,1,128,1.5,10.4,1.5,3.1,6.1,2,,player.fcgi?id=padget000cam
Dalton Pence*,21,2024,North Carolina,5,1,0.833,2.45,36,0,,0,0,8,58.2,40,18,16,6,27,0,74,4,0,1,246,1.142,6.1,0.9,4.1,11.4,2.74,,player.fcgi?id=pence-000dal
Kyle Percival*,20,2024,North Carolina,4,0,1,2.42,22,0,,0,0,0,22.1,20,8,6,1,11,0,20,1,0,2,100,1.388,8.1,0.4,4.4,8.1,1.82,,player.fcgi?id=perciv000kyl
Ben Peterson,22,2024,North Carolina,3,2,0.6,4.7,19,3,,0,0,1,30.2,31,18,16,1,20,2,30,7,1,3,145,1.663,9.1,0.3,5.9,8.8,1.5,,player.fcgi?id=peters006ben
Matt Poston,23,2024,North Carolina,5,2,0.714,5.12,29,0,,0,0,4,38.2,34,22,22,5,21,1,52,4,0,3,175,1.422,7.9,1.2,4.9,12.1,2.48,,player.fcgi?id=poston000mat
Will Simmons,20,2024,North Carolina,0,0,,0,4,0,,0,0,0,1.2,2,1,0,0,2,0,0,0,0,0,8,2.4,10.8,0,10.8,0,0,,player.fcgi?id=simmon006wil
Shea Sprague*,21,2024,North Carolina,3,2,0.6,4.25,17,15,,0,0,0,78.1,78,42,37,14,18,1,70,8,0,1,328,1.226,9,1.6,2.1,8,3.89,,player.fcgi?id=spragu000she
Folger Boaz*,21,2025,North Carolina,3,0,1,3.9,23,4,,0,0,0,30,30,19,13,5,18,0,30,6,0,2,141,1.6,9,1.5,5.4,9,1.67,,player.fcgi?id=boaz--000fol
Cale Bolton,24,2025,North Carolina,0,0,,3,10,0,,0,0,0,9,10,4,3,1,4,1,7,2,0,1,42,1.556,10,1,4,7,1.75,,player.fcgi?id=bolton000cal
Tom Chmielewski*,24,2025,North Carolina,0,0,,0.87,13,0,,0,0,1,10.1,7,1,1,0,4,1,7,1,0,0,43,1.065,6.1,0,3.5,6.1,1.75,,player.fcgi?id=chmiel000tom
Jason DeCaro,19,2025,North Carolina,9,3,0.75,3.78,16,16,,0,0,0,83.1,79,37,35,7,26,0,70,7,1,2,356,1.26,8.5,0.8,2.8,7.6,2.69,,player.fcgi?id=decaro000jas
Boston Flannery,21,2025,North Carolina,0,0,,9,1,0,,0,0,0,1,2,1,1,0,0,0,0,0,0,0,5,2,18,0,0,0,,,player.fcgi?id=flanne000bos
Aidan Haugh,22,2025,North Carolina,5,4,0.556,3.72,17,14,,1,1,0,75,70,37,31,11,33,0,85,4,0,6,333,1.373,8.4,1.3,4,10.2,2.58,,player.fcgi?id=haugh-000aid
Ryan Hench,20,2025,North Carolina,0,0,,0,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,,player.fcgi?id=hench-000rya
Olin Johnson,20,2025,North Carolina,2,1,0.667,3.56,17,2,,0,0,0,30.1,25,12,12,4,14,0,20,0,0,0,125,1.286,7.4,1.2,4.2,5.9,1.43,,player.fcgi?id=johnso002oli
Jake Knapp,24,2025,North Carolina,14,0,1,2.02,16,15,,2,0,0,102.1,72,27,23,6,16,0,88,7,0,4,397,0.86,6.3,0.5,1.4,7.7,5.5,,player.fcgi?id=knapp-000jak
Ryan Lynch,20,2025,North Carolina,5,1,0.833,2.93,27,3,,0,0,2,61.1,44,29,20,3,25,0,72,9,0,5,265,1.125,6.5,0.4,3.7,10.6,2.88,,player.fcgi?id=lynch-006rya
Matthew Matthijs,21,2025,North Carolina,1,1,0.5,4.34,17,0,,0,0,2,18.2,20,11,9,3,8,0,30,1,1,4,86,1.5,9.6,1.4,3.9,14.5,3.75,,player.fcgi?id=matthi000mat
Walker McDuffie,19,2025,North Carolina,3,3,0.5,3.74,28,1,,0,0,7,55.1,35,25,23,3,25,0,72,5,1,5,226,1.084,5.7,0.5,4.1,11.7,2.88,,player.fcgi?id=mcduff000wal
Cam Padgett,21,2025,North Carolina,2,1,0.667,4.88,13,4,,0,0,0,27.2,34,16,15,6,8,0,19,2,0,2,123,1.518,11.1,2,2.6,6.2,2.38,,player.fcgi?id=padget000cam
Kyle Percival*,21,2025,North Carolina,0,0,,14.4,5,1,,0,0,0,5,10,10,8,3,3,0,4,2,0,3,31,2.6,18,5.4,5.4,7.2,1.33,,player.fcgi?id=perciv000kyl
Camron Seagraves,19,2025,North Carolina,2,1,0.667,4.56,18,1,,0,0,0,23.2,21,17,12,3,23,1,34,3,0,4,116,1.859,8,1.1,8.7,12.9,1.48,,player.fcgi?id=seagra000cam
Dylan Weber*,23,2025,North Carolina,0,0,,0,1,0,,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,18,,,player.fcgi?id=weber-000dyl
Devin Burke,22,2013,Virginia Tech,11,3,0.786,3.11,16,15,,,0,0,104.1,98,50,36,3,34,0,50,11,0,3,448,1.265,8.5,0.3,2.9,4.3,1.47,,player.fcgi?id=burke-000dev
Eddie Campbell*,21,2013,Virginia Tech,2,4,0.333,5.71,15,4,,,0,0,41,37,29,26,3,21,0,34,1,0,7,181,1.415,8.1,0.7,4.6,7.5,1.62,,player.fcgi?id=campbe002ed-
Luis Collazo*,19,2013,Virginia Tech,0,0,,5.82,9,1,,,0,0,17,22,13,11,2,9,0,10,4,0,0,90,1.824,11.6,1.1,4.8,5.3,1.11,,player.fcgi?id=collaz001lui
Brendon Hayden,20,2013,Virginia Tech,2,0,1,3,10,3,,,0,1,21,16,7,7,0,11,0,12,5,0,1,93,1.286,6.9,0,4.7,5.1,1.09,,player.fcgi?id=hayden000bre
Ricky Hodges?,--,2013,Virginia Tech,0,0,,4.66,9,0,,,0,0,9.2,12,6,5,0,4,1,6,1,0,0,46,1.655,11.2,0,3.7,5.6,1.5,,player.fcgi?id=hodges000ric
Jake Joyce,21,2013,Virginia Tech,7,1,0.875,3.49,29,0,,,0,3,59.1,59,27,23,3,29,1,54,5,1,10,269,1.483,8.9,0.5,4.4,8.2,1.86,,player.fcgi?id=joyce-000jak
Tim Kelly,--,2013,Virginia Tech,0,0,,54,1,0,,,0,0,0.2,2,5,4,0,3,0,0,0,0,2,7,7.5,27,0,40.5,0,0,,player.fcgi?id=kelly-005tim
Sean Kennedy*,19,2013,Virginia Tech,0,0,,7.71,8,0,,,0,0,11.2,18,10,10,0,4,0,6,2,0,1,60,1.886,13.9,0,3.1,4.6,1.5,,player.fcgi?id=kenned001sea
Sean Keselica*,20,2013,Virginia Tech,2,1,0.667,4.55,11,4,,,0,0,31.2,40,19,16,1,12,0,22,1,1,2,147,1.642,11.4,0.3,3.4,6.3,1.83,,player.fcgi?id=keseli000sea
Clark Labitan,22,2013,Virginia Tech,2,5,0.286,2.58,30,0,,,0,11,45.1,38,18,13,2,19,5,37,3,1,1,191,1.257,7.5,0.4,3.8,7.3,1.95,,player.fcgi?id=labita000cla
Joe Mantiply*,22,2013,Virginia Tech,6,1,0.857,2.85,15,13,,,0,0,75.2,84,32,24,3,25,2,50,6,0,3,336,1.441,10,0.4,3,5.9,2,,player.fcgi?id=mantip001jos
Brad Markey,21,2013,Virginia Tech,5,4,0.556,4.93,17,15,,,0,0,100.1,121,66,55,5,21,2,75,5,3,2,447,1.415,10.9,0.4,1.9,6.7,3.57,,player.fcgi?id=markey000bra
Tanner McIntyre?,--,2013,Virginia Tech,3,0,1,3.81,9,4,,,0,0,26,21,13,11,2,14,0,18,0,0,3,114,1.346,7.3,0.7,4.8,6.2,1.29,,player.fcgi?id=mcinty000tan
Colin O'Keefe*,20,2013,Virginia Tech,0,2,0,15.88,5,2,,,0,0,5.2,10,10,10,0,7,0,6,2,1,1,37,3,15.9,0,11.1,9.5,0.86,,player.fcgi?id=okeefe000col
Gary Schneider*,21,2013,Virginia Tech,0,0,,18,2,0,,,0,0,1,3,2,2,0,1,0,0,1,0,0,7,4,27,0,9,0,0,,player.fcgi?id=schnei002gar
Matt Tulley,19,2013,Virginia Tech,0,0,,9,1,0,,,0,0,1,2,1,1,0,0,0,1,0,0,0,5,2,18,0,0,9,,,player.fcgi?id=tulley000mat
Luis Collazo*,20,2014,Virginia Tech,0,0,,7.84,9,2,,,0,0,20.2,26,18,18,2,17,0,17,3,1,1,103,2.081,11.3,0.9,7.4,7.4,1,,player.fcgi?id=collaz001lui
JD Doran?,--,2014,Virginia Tech,1,0,1,3.86,8,0,,,0,0,4.2,4,2,2,1,5,0,4,1,0,1,23,1.929,7.7,1.9,9.6,7.7,0.8,,player.fcgi?id=doran-000jd-
Brendon Hayden,21,2014,Virginia Tech,0,0,,9,1,0,,,0,0,1,2,1,1,0,0,0,0,0,0,0,5,2,18,0,0,0,,,player.fcgi?id=hayden000bre
Justin Kelly*,21,2014,Virginia Tech,0,0,,20.25,3,0,,,0,0,1.1,1,3,3,0,4,0,0,0,0,1,9,3.75,6.8,0,27,0,0,,player.fcgi?id=kelly-000jus
Sean Kennedy*,20,2014,Virginia Tech,1,2,0.333,4.5,24,0,,,0,2,28,22,17,14,0,14,1,14,2,0,2,122,1.286,7.1,0,4.5,4.5,1,,player.fcgi?id=kenned001sea
Sean Keselica*,21,2014,Virginia Tech,3,5,0.375,4.65,13,12,,,0,0,62,65,43,32,2,31,4,39,9,0,7,290,1.548,9.4,0.3,4.5,5.7,1.26,,player.fcgi?id=keseli000sea
Mack Krupp*,19,2014,Virginia Tech,0,0,,10.8,2,0,,,0,0,1.2,2,2,2,0,1,0,1,2,0,0,10,1.8,10.8,0,5.4,5.4,1,,player.fcgi?id=krupp-000mac
Brad Markey,22,2014,Virginia Tech,2,8,0.2,3.61,16,12,,,0,1,82.1,87,45,33,4,19,1,57,1,0,3,353,1.287,9.5,0.4,2.1,6.2,3,,player.fcgi?id=markey000bra
Andrew McDonald,19,2014,Virginia Tech,0,0,,6.75,8,2,,,0,1,13.1,14,10,10,1,8,0,10,3,0,1,64,1.65,9.5,0.7,5.4,6.8,1.25,,player.fcgi?id=mcdona004and
Aaron McGarity,19,2014,Virginia Tech,0,5,0,4.61,16,7,,,0,1,52.2,71,31,27,2,15,0,36,5,0,2,246,1.633,12.1,0.3,2.6,6.2,2.4,,player.fcgi?id=mcgari000aar
Tanner McIntyre?,--,2014,Virginia Tech,2,2,0.5,6.75,27,1,,,0,2,36,45,29,27,1,20,1,32,8,0,5,180,1.806,11.3,0.3,5,8,1.6,,player.fcgi?id=mcinty000tan
