Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Will Childers,19,2020,Georgia,SEC,1,0,1,0.79,5,1,,0,0,0,11.1,8,2,1,0,6,0,13,0,0,3,49,1.235,6.4,0,4.8,10.3,2.17,,player.fcgi?id=childe002mat
Justin Glover*,21,2020,Georgia,SEC,1,0,1,2.7,5,0,,0,0,0,10,6,4,3,0,5,0,8,0,0,2,41,1.1,5.4,0,4.5,7.2,1.6,,player.fcgi?id=glover003jus
Jack Gowen,20,2020,Georgia,SEC,0,0,,3.18,4,0,,0,0,0,5.2,2,3,2,0,5,0,10,0,0,0,23,1.235,3.2,0,7.9,15.9,2,,player.fcgi?id=gowen-000jac
Emerson Hancock,21,2020,Georgia,SEC,2,0,1,3.75,4,4,,0,0,0,24,22,10,10,2,3,1,34,2,0,1,99,1.042,8.3,0.8,1.1,12.8,11.33,,player.fcgi?id=hancoc000eme
Logan Moody,23,2020,Georgia,SEC,1,0,1,0,3,1,,0,0,0,8,3,0,0,0,4,0,7,0,0,0,32,0.875,3.4,0,4.5,7.9,1.75,,player.fcgi?id=moody-000log
Darryn Pasqua,21,2020,Georgia,SEC,0,1,0,7.71,4,0,,0,0,0,4.2,9,4,4,1,2,0,3,2,0,2,26,2.357,17.4,1.9,3.9,5.8,1.5,,player.fcgi?id=pasqua000dar
Michael Polk,19,2020,Georgia,SEC,0,0,,0,5,0,,0,0,0,5,1,0,0,0,3,0,7,1,0,1,20,0.8,1.8,0,5.4,12.6,2.33,,player.fcgi?id=polk--000mic
Brandon Smith,20,2020,Georgia,SEC,0,0,,13.5,3,0,,0,0,0,2,3,3,3,0,2,0,1,0,0,1,11,2.5,13.5,0,9,4.5,0.5,,player.fcgi?id=smith-035bra
C.J. Smith*,21,2020,Georgia,SEC,0,1,0,3.32,4,4,,0,0,0,19,12,9,7,1,10,0,20,4,0,3,82,1.158,5.7,0.5,4.7,9.5,2,,player.fcgi?id=smith-000cj-
Cain Tatum,19,2020,Georgia,SEC,0,0,,2.08,5,0,,0,0,0,4.1,4,1,1,0,1,0,5,3,0,2,20,1.154,8.3,0,2.1,10.4,5,,player.fcgi?id=tatum-000cai
Ryan Webb*,21,2020,Georgia,SEC,2,0,1,1.2,5,0,,0,0,1,15,13,2,2,0,5,2,26,2,0,0,65,1.2,7.8,0,3,15.6,5.2,,player.fcgi?id=webb--003rya
Cole Wilcox,20,2020,Georgia,SEC,3,0,1,1.57,4,4,,0,0,0,23,18,5,4,2,2,0,32,1,0,1,89,0.87,7,0.8,0.8,12.5,16,,player.fcgi?id=wilcox000col
Tim Elliott,21,2019,Georgia,SEC,7,3,0.7,2.38,15,14,,1,1,0,75.2,42,24,20,5,24,1,72,5,0,5,295,0.872,5,0.6,2.9,8.6,3,,player.fcgi?id=elliot000tim
Justin Glover*,20,2019,Georgia,SEC,1,0,1,2.79,25,0,,0,0,0,29,15,12,9,1,15,1,28,5,0,7,118,1.034,4.7,0.3,4.7,8.7,1.87,,player.fcgi?id=glover003jus
Adam Goodman*,22,2019,Georgia,SEC,1,1,0.5,5.79,15,0,,0,0,0,14,15,12,9,2,10,0,21,3,1,2,70,1.786,9.6,1.3,6.4,13.5,2.1,,player.fcgi?id=goodma000ada
Jack Gowen,19,2019,Georgia,SEC,0,1,0,9.35,9,0,,0,0,0,8.2,7,10,9,2,10,1,10,4,0,3,48,1.962,7.3,2.1,10.4,10.4,1,,player.fcgi?id=gowen-000jac
Emerson Hancock,20,2019,Georgia,SEC,8,3,0.727,1.99,14,14,,1,0,0,90.1,58,21,20,5,18,1,97,4,0,2,340,0.841,5.8,0.5,1.8,9.7,5.39,,player.fcgi?id=hancoc000eme
Zac Kristofak,21,2019,Georgia,SEC,5,0,1,3.8,24,0,,0,0,6,47.1,45,25,20,7,15,0,63,5,0,6,203,1.268,8.6,1.3,2.9,12,4.2,,player.fcgi?id=kristo000zac
Tony Locey,20,2019,Georgia,SEC,11,2,0.846,2.53,16,15,,0,0,0,89,51,28,25,8,45,0,97,7,0,12,359,1.079,5.2,0.8,4.6,9.8,2.16,,player.fcgi?id=locey-000ton
Logan Moody,22,2019,Georgia,SEC,1,0,1,4.07,11,3,,0,0,0,24.1,15,15,11,1,14,0,33,0,0,2,104,1.192,5.5,0.4,5.2,12.2,2.36,,player.fcgi?id=moody-000log
Darryn Pasqua,20,2019,Georgia,SEC,1,0,1,1.2,9,0,,0,0,0,15,13,2,2,0,4,0,11,3,1,0,60,1.133,7.8,0,2.4,6.6,2.75,,player.fcgi?id=pasqua000dar
Will Proctor,21,2019,Georgia,SEC,3,0,1,4.35,3,2,,0,0,0,10.1,10,6,5,2,5,0,15,0,0,3,45,1.452,8.7,1.7,4.4,13.1,3,,player.fcgi?id=procto003wil
Christian Ryder,21,2019,Georgia,SEC,0,0,,10.8,5,0,,0,0,0,3.1,2,4,4,0,2,0,3,3,0,3,17,1.2,5.4,0,5.4,8.1,1.5,,player.fcgi?id=ryder-000chr
Aaron Schunk,21,2019,Georgia,SEC,1,2,0.333,2.49,17,0,,0,0,12,21.2,15,6,6,2,7,3,18,0,0,1,87,1.015,6.2,0.8,2.9,7.5,2.57,,player.fcgi?id=schunk000aar
C.J. Smith*,20,2019,Georgia,SEC,3,3,0.5,4.3,11,9,,0,0,0,46,38,23,22,5,20,2,38,4,1,10,193,1.261,7.4,1,3.9,7.4,1.9,,player.fcgi?id=smith-000cj-
Ryan Webb*,20,2019,Georgia,SEC,1,0,1,3.75,16,0,,0,0,1,24,19,10,10,3,11,0,27,4,0,4,104,1.25,7.1,1.1,4.1,10.1,2.45,,player.fcgi?id=webb--003rya
Cole Wilcox,19,2019,Georgia,SEC,3,2,0.6,4.07,19,6,,1,0,0,59.2,46,30,27,3,38,2,64,4,0,15,261,1.408,6.9,0.5,5.7,9.7,1.68,,player.fcgi?id=wilcox000col
James Williams,21,2019,Georgia,SEC,0,0,,6.35,5,0,,0,0,0,5.2,10,7,4,0,4,0,4,0,0,0,30,2.471,15.9,0,6.4,6.4,1,,player.fcgi?id=willia034jam
Chase Adkins,23,2018,Georgia,SEC,5,0,1,4.3,16,16,,0,0,0,81.2,83,41,39,10,29,1,65,11,0,7,357,1.371,9.1,1.1,3.2,7.2,2.24,,player.fcgi?id=adkins005cha
Blake Cairnes,22,2018,Georgia,SEC,1,0,1,3.15,21,0,,0,0,0,34.1,29,12,12,5,11,0,29,3,0,4,142,1.165,7.6,1.3,2.9,7.6,2.64,,player.fcgi?id=cairne000bla
Tim Elliott,20,2018,Georgia,SEC,1,0,1,3.86,11,4,,0,0,0,21,15,9,9,4,13,0,17,5,0,1,93,1.333,6.4,1.7,5.6,7.3,1.31,,player.fcgi?id=elliot000tim
Justin Glover*,19,2018,Georgia,SEC,0,0,,14.54,5,0,,0,0,0,4.1,10,7,7,1,3,0,3,1,0,0,26,3,20.8,2.1,6.2,6.2,1,,player.fcgi?id=glover003jus
Adam Goodman*,21,2018,Georgia,SEC,0,1,0,3,13,0,,0,0,0,9,7,4,3,1,5,0,10,2,0,0,41,1.333,7,1,5,10,2,,player.fcgi?id=goodma000ada
Emerson Hancock,19,2018,Georgia,SEC,6,4,0.6,5.1,15,15,,0,0,0,77.2,70,50,44,8,34,1,75,8,2,9,340,1.339,8.1,0.9,3.9,8.7,2.21,,player.fcgi?id=hancoc000eme
Zac Kristofak,20,2018,Georgia,SEC,4,2,0.667,3.83,31,0,,0,0,4,42.1,38,26,18,4,22,1,58,5,0,4,191,1.417,8.1,0.9,4.7,12.3,2.64,,player.fcgi?id=kristo000zac
Tony Locey,19,2018,Georgia,SEC,7,2,0.778,4.28,27,5,,0,0,0,54.2,44,27,26,6,30,2,60,13,0,5,245,1.354,7.2,1,4.9,9.9,2,,player.fcgi?id=locey-000ton
Will Proctor,20,2018,Georgia,SEC,3,2,0.6,2.42,19,1,,0,0,2,26,20,12,7,2,13,1,26,4,0,3,114,1.269,6.9,0.7,4.5,9,2,,player.fcgi?id=procto003wil
Christian Ryder,20,2018,Georgia,SEC,0,0,,0,3,0,,0,0,0,3.2,2,1,0,0,3,0,3,1,0,0,18,1.364,4.9,0,7.4,7.4,1,,player.fcgi?id=ryder-000chr
Aaron Schunk,20,2018,Georgia,SEC,2,2,0.5,3,20,0,,0,0,8,30,25,10,10,1,5,2,31,0,0,0,119,1,7.5,0.3,1.5,9.3,6.2,,player.fcgi?id=schunk000aar
C.J. Smith*,19,2018,Georgia,SEC,1,2,0.333,2.48,14,5,,0,0,0,36.1,27,10,10,2,13,0,27,4,0,0,148,1.101,6.7,0.5,3.2,6.7,2.08,,player.fcgi?id=smith-000cj-
Kevin Smith*,21,2018,Georgia,SEC,8,1,0.889,3.69,22,7,,0,0,0,63.1,55,29,26,5,25,0,79,9,0,5,272,1.263,7.8,0.7,3.6,11.2,3.16,,player.fcgi?id=smith-012kev
Trevor Tinder,23,2018,Georgia,SEC,0,0,,0,1,0,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,1,0,0,9,9,1,,player.fcgi?id=tinder000tre
Ryan Webb*,19,2018,Georgia,SEC,1,5,0.167,4.39,22,7,,0,0,4,53.1,48,28,26,3,29,5,48,5,2,3,238,1.444,8.1,0.5,4.9,8.1,1.66,,player.fcgi?id=webb--003rya
Chase Adkins,22,2017,Georgia,SEC,6,7,0.462,3.95,15,14,,1,1,0,79.2,71,36,35,7,28,0,60,10,1,6,341,1.243,8,0.8,3.2,6.8,2.14,,player.fcgi?id=adkins005cha
Ryan Avidano*,21,2017,Georgia,SEC,2,2,0.5,7.77,18,1,,0,0,0,24.1,28,25,21,3,19,0,29,1,0,4,123,1.932,10.4,1.1,7,10.7,1.53,,player.fcgi?id=avidan000rya
Tucker Bradley*,19,2017,Georgia,SEC,0,0,,3.52,7,0,,0,0,1,7.2,6,4,3,0,8,1,11,4,0,0,40,1.826,7,0,9.4,12.9,1.38,,player.fcgi?id=bradle000tuc
Blakely Brown,20,2017,Georgia,SEC,0,2,0,6.92,16,2,,0,0,0,26,26,24,20,2,10,2,29,4,0,11,119,1.385,9,0.7,3.5,10,2.9,,player.fcgi?id=brown-003bla
Blake Cairnes,21,2017,Georgia,SEC,1,1,0.5,5.06,17,0,,0,0,5,21.1,22,12,12,3,8,1,30,0,0,3,94,1.406,9.3,1.3,3.4,12.7,3.75,,player.fcgi?id=cairne000bla
Tim Elliott,19,2017,Georgia,SEC,1,0,1,5.93,15,0,,0,0,0,13.2,10,9,9,1,13,0,10,1,0,3,65,1.683,6.6,0.7,8.6,6.6,0.77,,player.fcgi?id=elliot000tim
Andrew Gist*,22,2017,Georgia,SEC,3,4,0.429,3.8,17,11,,0,0,1,73.1,70,34,31,5,19,1,79,3,0,4,308,1.214,8.6,0.6,2.3,9.7,4.16,,player.fcgi?id=gist--000and
Justin Glover*,18,2017,Georgia,SEC,1,2,0.333,3.94,13,2,,0,0,1,16,12,9,7,1,10,0,14,0,0,1,72,1.375,6.8,0.6,5.6,7.9,1.4,,player.fcgi?id=glover003jus
Adam Goodman*,20,2017,Georgia,SEC,0,0,,3.18,8,0,,0,0,1,5.2,5,3,2,0,5,0,6,2,0,1,29,1.765,7.9,0,7.9,9.5,1.2,,player.fcgi?id=goodma000ada
Zac Kristofak,19,2017,Georgia,SEC,3,1,0.75,5.24,26,3,,0,0,2,44.2,46,27,26,4,19,4,38,3,1,6,202,1.455,9.3,0.8,3.8,7.7,2,,player.fcgi?id=kristo000zac
Tony Locey,18,2017,Georgia,SEC,2,4,0.333,6.38,16,8,,0,0,0,42.1,41,31,30,4,31,0,37,8,2,10,202,1.701,8.7,0.9,6.6,7.9,1.19,,player.fcgi?id=locey-000ton
Drew Moody,22,2017,Georgia,SEC,0,0,,4.83,18,2,,0,0,2,31.2,39,20,17,3,6,0,16,4,0,2,144,1.421,11.1,0.9,1.7,4.5,2.67,,player.fcgi?id=moody-000dre
Christian Ryder,19,2017,Georgia,SEC,0,2,0,6.86,12,2,,0,0,1,19.2,23,21,15,5,7,0,15,4,0,3,95,1.525,10.5,2.3,3.2,6.9,2.14,,player.fcgi?id=ryder-000chr
Aaron Schunk,19,2017,Georgia,SEC,0,0,,,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,player.fcgi?id=schunk000aar
Shaefer Shepard,23,2017,Georgia,SEC,0,2,0,5.3,12,0,,0,0,0,18.2,19,12,11,1,11,0,19,3,0,4,90,1.607,9.2,0.5,5.3,9.2,1.73,,player.fcgi?id=shepar000sha
Kevin Smith*,20,2017,Georgia,SEC,5,5,0.5,4.87,20,12,,0,0,2,61,67,37,33,4,31,2,67,2,0,7,274,1.607,9.9,0.6,4.6,9.9,2.16,,player.fcgi?id=smith-012kev
Trevor Tinder,22,2017,Georgia,SEC,0,0,,2.45,5,0,,0,0,0,3.2,6,1,1,0,2,0,2,1,0,0,19,2.182,14.7,0,4.9,4.9,1,,player.fcgi?id=tinder000tre
Shane Tucker?,--,2017,Georgia,SEC,1,0,1,4.76,10,0,,0,0,0,11.1,9,6,6,2,7,0,13,3,0,3,53,1.412,7.1,1.6,5.6,10.3,1.86,,player.fcgi?id=tucker000sha
James Williams,19,2017,Georgia,SEC,0,0,,10.8,2,0,,0,0,0,1.2,3,2,2,0,3,0,2,0,0,1,11,3.6,16.2,0,16.2,10.8,0.67,,player.fcgi?id=willia034jam
Addison Albright*,19,2016,Georgia,SEC,0,0,,1.8,7,0,,0,0,0,10,9,2,2,2,8,0,4,0,0,3,46,1.7,8.1,1.8,7.2,3.6,0.5,,player.fcgi?id=albrig000add
Blakely Brown,19,2016,Georgia,SEC,2,2,0.5,10.7,14,1,,0,0,1,17.2,22,21,21,2,17,1,24,2,0,6,91,2.208,11.2,1,8.7,12.2,1.41,,player.fcgi?id=brown-003bla
Blake Cairnes,20,2016,Georgia,SEC,0,1,0,3.6,18,0,,0,0,2,30,27,12,12,6,5,0,25,1,1,0,118,1.067,8.1,1.8,1.5,7.5,5,,player.fcgi?id=cairne000bla
Andrew Gist*,21,2016,Georgia,SEC,3,2,0.6,5.18,15,6,,0,0,0,48.2,51,30,28,3,14,0,37,2,0,2,209,1.336,9.4,0.6,2.6,6.8,2.64,,player.fcgi?id=gist--000and
Adam Goodman*,19,2016,Georgia,SEC,0,0,,12.86,7,0,,0,0,0,7,13,10,10,4,1,0,4,1,0,2,37,2,16.7,5.1,1.3,5.1,4,,player.fcgi?id=goodma000ada
Heath Holder,23,2016,Georgia,SEC,4,5,0.444,3.68,19,11,,0,0,1,71,43,34,29,5,46,2,79,10,3,11,311,1.254,5.5,0.6,5.8,10,1.72,,player.fcgi?id=holder000hea
Connor Jones*,21,2016,Georgia,SEC,5,6,0.455,4.66,15,13,,0,0,0,75.1,70,53,39,7,37,1,74,6,2,19,341,1.42,8.4,0.8,4.4,8.8,2,,player.fcgi?id=jones-004con
Mike Mancuso,23,2016,Georgia,SEC,0,0,,7.56,8,0,,0,0,0,8.1,10,9,7,2,8,0,7,2,0,0,46,2.16,10.8,2.2,8.6,7.6,0.88,,player.fcgi?id=mancus000mic
Drew Moody,21,2016,Georgia,SEC,2,3,0.4,4.47,22,0,,0,0,3,44.1,55,28,22,7,6,1,33,2,0,2,193,1.376,11.2,1.4,1.2,6.7,5.5,,player.fcgi?id=moody-000dre
Kevin Smith*,19,2016,Georgia,SEC,5,1,0.833,3.91,13,7,,0,0,0,46,43,22,20,2,21,0,40,7,0,3,207,1.391,8.4,0.4,4.1,7.8,1.9,,player.fcgi?id=smith-012kev
Trevor Tinder,21,2016,Georgia,SEC,0,0,,4,6,0,,0,0,0,9,3,4,4,0,8,0,9,1,0,1,42,1.222,3,0,8,9,1.13,,player.fcgi?id=tinder000tre
Bo Tucker*,21,2016,Georgia,SEC,3,4,0.429,3.71,19,4,,0,0,3,53.1,50,31,22,4,23,0,51,1,1,7,237,1.369,8.4,0.7,3.9,8.6,2.22,,player.fcgi?id=tucker000bo-
Shane Tucker?,--,2016,Georgia,SEC,0,1,0,6.43,12,1,,0,0,0,14,13,10,10,1,18,0,13,1,2,5,71,2.214,8.4,0.6,11.6,8.4,0.72,,player.fcgi?id=tucker000sha
Robert Tyler,21,2016,Georgia,SEC,3,5,0.375,4.1,14,14,,1,0,0,74.2,53,38,34,5,46,0,89,3,0,7,322,1.326,6.4,0.6,5.5,10.7,1.93,,player.fcgi?id=tyler-004rob
Sam Vaughn,20,2016,Georgia,SEC,0,0,,5.4,3,0,,0,0,0,1.2,3,1,1,0,0,0,0,0,0,1,7,1.8,16.2,0,0,0,,,player.fcgi?id=vaughn000sam
Austin Wallace,22,2016,Georgia,SEC,0,0,,18,3,0,,0,0,0,1,2,2,2,1,3,0,0,0,0,1,8,5,18,9,27,0,0,,player.fcgi?id=wallac001aus
Ryan Avidano*,19,2015,Georgia,SEC,3,2,0.6,8.62,12,5,,,0,0,31.1,42,33,30,5,16,0,19,2,0,6,154,1.851,12.1,1.4,4.6,5.5,1.19,,player.fcgi?id=avidan000rya
Jared Cheek,22,2015,Georgia,SEC,2,2,0.5,2.34,24,0,,,0,6,34.2,29,9,9,0,16,1,31,3,0,0,149,1.298,7.5,0,4.2,8,1.94,,player.fcgi?id=cheek-000jar
Max Ford,19,2015,Georgia,SEC,0,0,,0,1,0,,,0,0,1.1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,13.5,,,player.fcgi?id=ford--000max
Blake Hamilton,--,2015,Georgia,SEC,0,1,0,12,3,1,,,0,0,3,5,6,4,0,4,0,1,2,1,1,18,3,15,0,12,3,0.25,,player.fcgi?id=hamilt000bla
Taylor Hicks,23,2015,Georgia,SEC,0,0,,1.52,16,1,,,0,0,29.2,23,5,5,0,9,0,23,2,2,4,116,1.079,7,0,2.7,7,2.56,,player.fcgi?id=hicks-000tay
Connor Jones*,20,2015,Georgia,SEC,0,2,0,11.05,10,0,,,0,1,7.1,6,11,9,1,14,0,6,1,1,0,44,2.727,7.4,1.2,17.2,7.4,0.43,,player.fcgi?id=jones-004con
Ryan Lawlor*,21,2015,Georgia,SEC,5,7,0.417,3.67,14,14,,,0,0,73.2,63,42,30,5,33,0,84,5,0,6,327,1.303,7.7,0.6,4,10.3,2.55,,player.fcgi?id=lawlor000rya
Mike Mancuso,22,2015,Georgia,SEC,0,1,0,2.25,15,2,,,0,0,28,27,8,7,2,7,0,21,0,0,2,118,1.214,8.7,0.6,2.3,6.8,3,,player.fcgi?id=mancus000mic
Sean McLaughlin,21,2015,Georgia,SEC,4,5,0.444,4.67,15,9,,,0,0,71.1,76,41,37,4,31,2,57,9,1,1,320,1.5,9.6,0.5,3.9,7.2,1.84,,player.fcgi?id=mclaug000sea
Drew Moody,20,2015,Georgia,SEC,0,1,0,6.52,8,0,,,0,0,9.2,13,7,7,0,3,0,9,2,0,0,43,1.655,12.1,0,2.8,8.4,3,,player.fcgi?id=moody-000dre
David Sosebee,21,2015,Georgia,SEC,4,3,0.571,2.98,11,8,,,0,0,54.1,47,18,18,4,21,1,55,6,1,2,230,1.252,7.8,0.7,3.5,9.1,2.62,,player.fcgi?id=sosebe000dav
Bo Tucker*,20,2015,Georgia,SEC,1,1,0.5,2.03,19,0,,,0,1,31,19,8,7,2,16,1,28,1,0,4,129,1.129,5.5,0.6,4.6,8.1,1.75,,player.fcgi?id=tucker000bo-
Robert Tyler,20,2015,Georgia,SEC,1,1,0.5,5.32,6,6,,,0,0,23.2,22,22,14,2,11,0,29,0,0,6,107,1.394,8.4,0.8,4.2,11,2.64,,player.fcgi?id=tyler-004rob
Austin Wallace,21,2015,Georgia,SEC,0,0,,7.94,6,0,,,0,0,5.2,8,5,5,2,5,0,6,0,0,2,31,2.294,12.7,3.2,7.9,9.5,1.2,,player.fcgi?id=wallac001aus
Jared Walsh*,21,2015,Georgia,SEC,5,2,0.714,2.6,14,8,,,0,0,55.1,35,21,16,1,35,0,44,6,0,3,236,1.265,5.7,0.2,5.7,7.2,1.26,,player.fcgi?id=walsh-000jar
Zach Waters,--,2015,Georgia,SEC,1,0,1,5.85,16,0,,,0,0,20,21,17,13,2,10,0,7,7,2,0,98,1.55,9.5,0.9,4.5,3.2,0.7,,player.fcgi?id=waters000zac
Pat Boling*,23,2014,Georgia,SEC,3,4,0.429,4.94,13,10,,,0,0,47.1,53,35,26,1,27,0,26,7,1,4,227,1.69,10.1,0.2,5.1,4.9,0.96,,player.fcgi?id=boling000pat
Jarrett Brown*,21,2014,Georgia,SEC,1,1,0.5,6.67,19,1,,,0,0,27,35,21,20,2,15,1,11,2,2,8,133,1.852,11.7,0.7,5,3.7,0.73,,player.fcgi?id=brown-003jar
Jared Cheek,21,2014,Georgia,SEC,5,6,0.455,4.09,22,1,,,0,3,44,42,24,20,1,15,3,31,3,0,8,192,1.295,8.6,0.2,3.1,6.3,2.07,,player.fcgi?id=cheek-000jar
Dylan Cole?,--,2014,Georgia,SEC,1,0,1,4.78,20,3,,,0,0,32,29,17,17,3,10,2,15,3,0,4,135,1.219,8.2,0.8,2.8,4.2,1.5,,player.fcgi?id=cole--000dyl
Luke Crumley,22,2014,Georgia,SEC,1,0,1,9.64,8,3,,,0,0,14,23,17,15,0,8,0,7,5,0,4,75,2.214,14.8,0,5.1,4.5,0.88,,player.fcgi?id=crumle000luk
Grant Earls?,--,2014,Georgia,SEC,0,0,,0,1,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,9,0,0,,player.fcgi?id=earls-000gra
David Gonzalez,20,2014,Georgia,SEC,0,0,,2.19,12,0,,,0,0,12.1,15,6,3,0,3,0,5,0,0,3,56,1.459,10.9,0,2.2,3.6,1.67,,player.fcgi?id=gonzal005dav
Taylor Hicks,22,2014,Georgia,SEC,0,0,,0,2,0,,,0,0,1,2,0,0,0,2,0,1,0,0,0,7,4,18,0,18,9,0.5,,player.fcgi?id=hicks-000tay
Heath Holder,21,2014,Georgia,SEC,0,1,0,2.25,7,0,,,0,0,8,2,2,2,1,5,0,9,1,0,0,31,0.875,2.3,1.1,5.6,10.1,1.8,,player.fcgi?id=holder000hea
Connor Jones*,19,2014,Georgia,SEC,0,0,,3.6,6,0,,,0,0,5,3,2,2,0,7,0,4,0,0,1,23,2,5.4,0,12.6,7.2,0.57,,player.fcgi?id=jones-004con
Ryan Lawlor*,20,2014,Georgia,SEC,4,6,0.4,4.22,14,14,,,0,0,81,84,46,38,2,26,0,56,8,0,6,344,1.358,9.3,0.2,2.9,6.2,2.15,,player.fcgi?id=lawlor000rya
Mike Mancuso,21,2014,Georgia,SEC,0,0,,12.38,7,1,,,0,0,8,14,13,11,1,4,0,6,0,0,0,43,2.25,15.8,1.1,4.5,6.8,1.5,,player.fcgi?id=mancus000mic
Sean McLaughlin,20,2014,Georgia,SEC,0,1,0,8.38,3,3,,,0,0,9.2,13,9,9,1,5,0,5,2,0,0,47,1.862,12.1,0.9,4.7,4.7,1,,player.fcgi?id=mclaug000sea
Drew Moody,19,2014,Georgia,SEC,0,0,,3.09,8,0,,,0,0,11.2,19,8,4,0,3,0,11,1,0,1,61,1.886,14.7,0,2.3,8.5,3.67,,player.fcgi?id=moody-000dre
Pete Nagel?,--,2014,Georgia,SEC,1,0,1,7.56,16,0,,,0,1,16.2,17,14,14,1,17,2,21,0,0,7,81,2.04,9.2,0.5,9.2,11.3,1.24,,player.fcgi?id=nagel-000pet
Ross Ripple?,--,2014,Georgia,SEC,2,1,0.667,3.82,17,0,,,0,0,35.1,27,16,15,2,25,1,22,1,0,10,155,1.472,6.9,0.5,6.4,5.6,0.88,,player.fcgi?id=ripple000ros
David Sosebee,20,2014,Georgia,SEC,1,4,0.2,3.12,17,5,,,0,1,57.2,59,22,20,2,23,3,36,4,1,6,248,1.422,9.2,0.3,3.6,5.6,1.57,,player.fcgi?id=sosebe000dav
Robert Tyler,19,2014,Georgia,SEC,6,4,0.6,2.68,15,12,,,1,0,80.2,60,34,24,1,22,0,64,3,1,5,332,1.017,6.7,0.1,2.5,7.1,2.91,,player.fcgi?id=tyler-004rob
Jared Walsh*,20,2014,Georgia,SEC,1,1,0.5,6,4,3,,,0,0,9,14,7,6,1,6,0,7,0,0,2,45,2.222,14,1,6,7,1.17,,player.fcgi?id=walsh-000jar
Bryan Benzor?,--,2013,Georgia,SEC,3,2,0.6,5.67,18,7,,,0,0,46,56,33,29,1,15,0,21,8,0,3,205,1.543,11,0.2,2.9,4.1,1.4,,player.fcgi?id=benzor000bry
Palmer Betts,19,2013,Georgia,SEC,0,0,,9.72,10,0,,,0,0,8.1,15,10,9,0,6,0,1,1,0,4,47,2.52,16.2,0,6.5,1.1,0.17,,player.fcgi?id=betts-002wil
Pat Boling*,22,2013,Georgia,SEC,3,7,0.3,4.17,22,11,,,0,0,82,85,47,38,6,35,0,81,5,1,5,365,1.463,9.3,0.7,3.8,8.9,2.31,,player.fcgi?id=boling000pat
Jarrett Brown*,20,2013,Georgia,SEC,0,0,,2.89,26,0,,,0,3,28,23,13,9,1,16,0,18,3,1,2,125,1.393,7.4,0.3,5.1,5.8,1.13,,player.fcgi?id=brown-003jar
Dylan Cole?,--,2013,Georgia,SEC,0,0,,1.96,22,0,,,0,4,23,17,6,5,0,2,0,15,0,0,1,88,0.826,6.7,0,0.8,5.9,7.5,,player.fcgi?id=cole--000dyl
Luke Crumley,21,2013,Georgia,SEC,1,4,0.2,8.23,12,6,,,0,0,27.1,41,25,25,5,7,0,14,4,0,1,131,1.756,13.5,1.6,2.3,4.6,2,,player.fcgi?id=crumle000luk
Blake Dieterich?,--,2013,Georgia,SEC,2,3,0.4,3.51,20,2,,,0,1,41,32,18,16,0,14,2,32,8,0,3,176,1.122,7,0,3.1,7,2.29,,player.fcgi?id=dieter000bla
Grant Earls?,--,2013,Georgia,SEC,0,0,,13.5,4,0,,,0,0,3.1,5,5,5,0,6,0,1,3,0,5,22,3.3,13.5,0,16.2,2.7,0.17,,player.fcgi?id=earls-000gra
David Gonzalez,19,2013,Georgia,SEC,1,2,0.333,7.58,9,8,,,0,0,19,25,17,16,0,18,0,9,1,0,3,95,2.263,11.8,0,8.5,4.3,0.5,,player.fcgi?id=gonzal005dav
Heath Holder,20,2013,Georgia,SEC,0,1,0,10.66,12,0,,,0,0,12.2,20,16,15,0,7,0,6,3,0,4,64,2.132,14.2,0,5,4.3,0.86,,player.fcgi?id=holder000hea
Mike Mancuso,20,2013,Georgia,SEC,1,1,0.5,3.14,17,0,,,0,0,28.2,18,10,10,4,7,0,16,2,0,1,110,0.872,5.7,1.3,2.2,5,2.29,,player.fcgi?id=mancus000mic
Sean McLaughlin,19,2013,Georgia,SEC,5,6,0.455,3.28,13,13,,,0,0,74,70,31,27,2,23,0,49,6,0,8,309,1.257,8.5,0.2,2.8,6,2.13,,player.fcgi?id=mclaug000sea
J.T. Phillips,19,2013,Georgia,SEC,0,0,,27,2,0,,,0,0,1,3,3,3,0,4,1,1,0,1,3,9,7,27,0,36,9,0.25,,player.fcgi?id=philli000jt-
Jess Posey,19,2013,Georgia,SEC,0,0,,9,1,0,,,0,0,1,1,1,1,0,0,0,0,0,0,0,4,1,9,0,0,0,,,player.fcgi?id=posey-000jes
Ross Ripple?,--,2013,Georgia,SEC,3,1,0.75,3.53,23,0,,,0,0,35.2,32,15,14,1,14,0,27,4,0,3,147,1.29,8.1,0.3,3.5,6.8,1.93,,player.fcgi?id=ripple000ros
Austin Wallace,19,2013,Georgia,SEC,0,1,0,8.1,3,1,,,0,0,3.1,8,3,3,1,2,0,3,0,1,2,19,3,21.6,2.7,5.4,8.1,1.5,,player.fcgi?id=wallac001aus
