Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional,
Dylan Crooks,21,2024,Oklahoma,Big 12,1,0,1,4.11,25,0,,0,0,0,30.2,31,15,14,6,3,0,20,1,0,1,127,1.109,9.1,1.8,0.9,5.9,6.67,,player.fcgi?id=crooks000dyl,
Braden Davis*,21,2024,Oklahoma,Big 12,9,4,0.692,4.3,16,16,,1,1,0,92,70,48,44,8,41,1,117,6,0,7,389,1.207,6.8,0.8,4,11.4,2.85,,player.fcgi?id=davis-022bra,
Jacob Gholston,19,2024,Oklahoma,Big 12,0,0,,108,2,0,,0,0,0,0.1,0,4,4,0,4,0,0,0,0,1,5,12,0,0,108,0,0,,player.fcgi?id=gholst000jac,
Brendan Girton,22,2024,Oklahoma,Big 12,0,1,0,7.32,16,10,,0,0,1,35.2,44,40,29,4,31,0,47,9,0,8,190,2.103,11.1,1,7.8,11.9,1.52,,player.fcgi?id=girton000bre,
Reid Hensley,21,2024,Oklahoma,Big 12,0,0,,3.21,17,0,,0,0,0,14,9,6,5,1,10,0,22,2,0,2,65,1.357,5.8,0.6,6.4,14.1,2.2,,player.fcgi?id=hensle001rei,
Jamie Hitt*,21,2024,Oklahoma,Big 12,2,4,0.333,8.41,17,7,,0,0,0,35.1,49,37,33,10,14,0,32,6,0,2,173,1.783,12.5,2.5,3.6,8.2,2.29,,player.fcgi?id=hitt--003jam,
Ryan Lambert,21,2024,Oklahoma,Big 12,4,0,1,2.57,23,0,,0,0,1,21,14,6,6,1,12,0,19,2,0,2,91,1.238,6,0.4,5.1,8.1,1.58,,player.fcgi?id=lamber004rya,
Jett Lodes,23,2024,Oklahoma,Big 12,2,1,0.667,4.8,17,1,,0,0,0,30,21,18,16,6,17,0,31,3,0,0,126,1.267,6.3,1.8,5.1,9.3,1.82,,player.fcgi?id=lodes-000jet,
Myles Meyer,20,2024,Oklahoma,Big 12,0,0,,0,1,0,,0,0,0,0.1,1,0,0,0,2,0,1,0,0,0,4,9,27,0,54,27,0.5,,player.fcgi?id=meyer-000myl,
Jace Miner*,21,2024,Oklahoma,Big 12,1,1,0.5,4.5,13,0,,0,0,0,10,11,6,5,2,7,0,12,2,0,0,47,1.8,9.9,1.8,6.3,10.8,1.71,,player.fcgi?id=miner-000jac,
Brad Pruett,20,2024,Oklahoma,Big 12,0,0,,7.71,10,0,,0,0,0,7,9,7,6,4,4,0,9,0,0,3,35,1.857,11.6,5.1,5.1,11.6,2.25,,player.fcgi?id=pruett000bra,
Grant Stevens*,23,2024,Oklahoma,Big 12,6,1,0.857,4.28,18,9,,0,0,0,54.2,65,31,26,8,20,0,54,3,1,4,246,1.555,10.7,1.3,3.3,8.9,2.7,,player.fcgi?id=steven000gra,
Kyson Witherspoon,19,2024,Oklahoma,Big 12,8,3,0.727,3.71,17,11,,0,0,1,80,69,42,33,9,40,0,90,7,0,2,356,1.363,7.8,1,4.5,10.1,2.25,,player.fcgi?id=wither000kys,
Malachi Witherspoon,19,2024,Oklahoma,Big 12,2,2,0.5,5.64,21,0,,0,0,5,22.1,22,19,14,6,10,0,29,3,0,5,101,1.433,8.9,2.4,4,11.7,2.9,,player.fcgi?id=wither000mal,
Braden Calise,23,2026,Central Florida,Big 12,0,1,0,6.75,3,0,,0,0,0,2.2,3,2,2,0,3,0,0,1,0,0,14,2.25,10.1,0,10.1,0,0,,player.fcgi?id=calise000bra,
Wyatt Dion*,18,2026,Central Florida,Big 12,0,0,,0,2,0,,0,0,0,3.1,0,0,0,0,5,0,1,0,0,0,14,1.5,0,0,13.5,2.7,0.2,,player.fcgi?id=dion--000wya,
Chandler Dorsey,22,2026,Central Florida,Big 12,0,0,,10.13,6,1,,0,1,0,5.1,4,6,6,0,5,0,7,6,1,4,31,1.688,6.8,0,8.4,11.8,1.4,,player.fcgi?id=dorsey003cha,
Michael Gillen,22,2026,Central Florida,Big 12,0,0,,6.48,8,0,,0,0,1,8.1,8,6,6,2,3,0,8,0,0,1,34,1.32,8.6,2.2,3.2,8.6,2.67,,player.fcgi?id=gillen000mic,
Mateo Gray,20,2026,Central Florida,Big 12,5,2,0.714,5.22,17,9,,0,0,1,58.2,69,38,34,7,17,0,48,12,0,3,268,1.466,10.6,1.1,2.6,7.4,2.82,,player.fcgi?id=gray--003mat,
Matthew Heyl*,21,2026,Central Florida,Big 12,0,0,,10.13,14,1,,0,0,0,5.1,8,6,6,1,9,0,3,1,0,1,32,3.188,13.5,1.7,15.2,5.1,0.33,,player.fcgi?id=heyl--000mat,
Evan Jones,22,2026,Central Florida,Big 12,1,3,0.25,4.11,25,0,,0,1,4,46,36,26,21,10,16,2,52,4,1,5,193,1.13,7,2,3.1,10.2,3.25,,player.fcgi?id=jones-004eva,
Roman Kimball,22,2026,Central Florida,Big 12,1,2,0.333,5.88,15,6,,0,0,0,33.2,33,23,22,9,18,0,36,3,0,1,150,1.515,8.8,2.4,4.8,9.6,2,,player.fcgi?id=kimbal000rom,
Anthony Lariz,20,2026,Central Florida,Big 12,4,0,1,4.55,25,0,,0,0,0,29.2,20,15,15,2,14,1,33,8,0,0,128,1.146,6.1,0.6,4.2,10,2.36,,player.fcgi?id=lariz-000ant,
Zachary Malvasio,20,2026,Central Florida,Big 12,0,0,,3.18,8,0,,0,0,0,5.2,5,2,2,0,6,0,7,1,0,0,29,1.941,7.9,0,9.5,11.1,1.17,,player.fcgi?id=malvas000zac,
Max Murray,19,2026,Central Florida,Big 12,5,2,0.714,3.93,23,0,,0,0,0,34.1,31,18,15,1,19,0,38,5,0,2,155,1.456,8.1,0.3,5,10,2,,player.fcgi?id=murray003max,
Kaniel Rosado*,18,2026,Central Florida,Big 12,1,3,0.25,5.68,15,2,,0,1,0,25.1,19,19,16,2,17,2,18,6,0,8,118,1.421,6.8,0.7,6,6.4,1.06,,player.fcgi?id=rosado000kan,
Matt Sauser,21,2026,Central Florida,Big 12,2,3,0.4,3.22,9,8,,0,0,0,36.1,27,14,13,4,11,0,30,4,0,2,147,1.046,6.7,1,2.7,7.4,2.73,,player.fcgi?id=sauser000mat,
Kevin Schoneboom,22,2026,Central Florida,Big 12,3,2,0.6,4.54,31,0,,0,0,1,37.2,38,24,19,2,22,1,33,10,0,1,180,1.593,9.1,0.5,5.3,7.9,1.5,,player.fcgi?id=schone000kev,
Braden Smith,21,2026,Central Florida,Big 12,3,1,0.75,6.21,8,8,,0,1,0,33.1,42,23,23,6,9,0,23,1,0,4,150,1.53,11.3,1.6,2.4,6.2,2.56,,player.fcgi?id=smith-069bra,
Kris Sosnowski,23,2026,Central Florida,Big 12,1,0,1,2.1,19,0,,0,0,4,25.2,23,8,6,4,6,0,16,4,0,0,109,1.13,8.1,1.4,2.1,5.6,2.67,,player.fcgi?id=sosnow000kri,
Joey Trombley,20,2026,Central Florida,Big 12,1,1,0.5,3.63,4,4,,0,0,0,17.1,9,7,7,1,6,0,13,2,0,0,68,0.865,4.7,0.5,3.1,6.8,2.17,,player.fcgi?id=trombl000jos,
Camden Wicker,21,2026,Central Florida,Big 12,5,3,0.625,4.16,16,16,,1,2,0,75.2,59,37,35,8,32,0,62,8,3,4,322,1.203,7,1,3.8,7.4,1.94,,player.fcgi?id=wicker000cam,
Spencer Bauer,24,2025,Central Florida,Big 12,0,1,0,7.71,10,0,,0,0,0,11.2,14,10,10,3,10,1,8,1,0,1,60,2.057,10.8,2.3,7.7,6.2,0.8,,player.fcgi?id=bauer-000spe,
Drew Bellis*,19,2025,Central Florida,Big 12,0,0,,4.5,4,0,,0,0,0,2,2,1,1,0,3,0,1,0,0,0,10,2.5,9,0,13.5,4.5,0.33,,player.fcgi?id=bellis000dre,
Dominic Castellano*,21,2025,Central Florida,Big 12,6,1,0.857,4.24,23,0,,0,0,2,46.2,35,24,22,4,20,0,60,6,0,3,196,1.179,6.8,0.8,3.9,11.6,3,,player.fcgi?id=castel001dom,
Alex Galvan,23,2025,Central Florida,Big 12,0,2,0,2.86,17,0,,0,0,2,28.1,21,12,9,2,12,1,38,2,0,2,120,1.165,6.7,0.6,3.8,12.1,3.17,,player.fcgi?id=galvan000ale,
Mateo Gray,19,2025,Central Florida,Big 12,0,0,,0,4,0,,0,0,0,3.1,2,2,0,0,4,0,3,0,0,0,16,1.8,5.4,0,10.8,8.1,0.75,,player.fcgi?id=gray--003mat,
Wiley Hartley,23,2025,Central Florida,Big 12,6,1,0.857,4.37,12,9,,0,0,0,47.1,42,24,23,11,19,0,48,2,0,2,196,1.289,8,2.1,3.6,9.1,2.53,,player.fcgi?id=hartle003wil,
James Lordi*,21,2025,Central Florida,Big 12,0,0,,3,4,0,,0,0,0,3,3,1,1,0,1,1,3,2,0,1,16,1.333,9,0,3,9,3,,player.fcgi?id=lordi-000jam,
Russell Sandefer,20,2025,Central Florida,Big 12,2,3,0.4,3.38,18,6,,0,0,1,50.2,46,19,19,2,19,0,49,4,0,3,208,1.283,8.2,0.4,3.4,8.7,2.58,,player.fcgi?id=sandef000rus,
Matt Sauser,20,2025,Central Florida,Big 12,3,2,0.6,4.58,10,9,,0,0,0,37.1,34,25,19,7,12,0,31,6,0,3,167,1.232,8.2,1.7,2.9,7.5,2.58,,player.fcgi?id=sauser000mat,
Kevin Schoneboom,21,2025,Central Florida,Big 12,1,2,0.333,3.67,22,0,,0,0,0,27,22,12,11,3,8,2,24,4,0,0,112,1.111,7.3,1,2.7,8,3,,player.fcgi?id=schone000kev,
Grant Siegel,22,2025,Central Florida,Big 12,5,2,0.714,3.88,13,12,,1,0,0,53.1,50,30,23,3,22,0,44,5,0,0,236,1.35,8.4,0.5,3.7,7.4,2,,player.fcgi?id=siegel000gra,
Angelo Smith,21,2025,Central Florida,Big 12,1,1,0.5,2.83,14,1,,0,0,1,28.2,26,10,9,2,7,0,24,2,0,1,115,1.151,8.2,0.6,2.2,7.5,3.43,,player.fcgi?id=smith-001ang,
Kris Sosnowski,22,2025,Central Florida,Big 12,3,4,0.429,5.22,15,3,,0,0,0,29.1,35,20,17,2,8,0,24,3,0,1,130,1.466,10.7,0.6,2.5,7.4,3,,player.fcgi?id=sosnow000kri,
Dom Stagliano,22,2025,Central Florida,Big 12,2,3,0.4,4.24,16,8,,0,0,2,51,51,30,24,8,10,0,47,3,0,3,213,1.196,9,1.4,1.8,8.3,4.7,,player.fcgi?id=stagli000dom,
Carter Stanford,21,2025,Central Florida,Big 12,0,1,0,3.6,13,0,,0,0,0,10,6,6,4,0,11,0,14,3,0,1,49,1.7,5.4,0,9.9,12.6,1.27,,player.fcgi?id=stanfo000car,
Dakota Stone*,21,2025,Central Florida,Big 12,0,0,,27,4,0,,0,0,0,2.1,7,7,7,1,3,0,4,0,0,0,17,4.286,27,3.9,11.6,15.4,1.33,,player.fcgi?id=stone-001dak,
Camden Wicker,20,2025,Central Florida,Big 12,0,2,0,4.59,12,7,,0,0,0,33.1,26,20,17,4,13,0,31,12,1,1,146,1.17,7,1.1,3.5,8.4,2.38,,player.fcgi?id=wicker000cam,
Isaac Williams,21,2025,Central Florida,Big 12,0,1,0,9.28,13,0,,0,0,0,10.2,13,11,11,4,3,0,9,3,0,2,50,1.5,11,3.4,2.5,7.6,3,,player.fcgi?id=willia004isa,
Spencer Bauer,23,2024,Central Florida,Big 12,2,1,0.667,4.32,24,0,,0,0,0,33.1,30,16,16,4,22,2,37,5,0,3,154,1.56,8.1,1.1,5.9,10,1.68,,player.fcgi?id=bauer-000spe,
Cade Boxrucker,22,2024,Central Florida,Big 12,3,2,0.6,6.17,12,10,,0,0,0,35,37,25,24,3,15,0,30,6,0,2,161,1.486,9.5,0.8,3.9,7.7,2,,player.fcgi?id=boxruc000cad,
Dominic Castellano*,20,2024,Central Florida,Big 12,7,0,1,2.83,22,1,,0,0,3,60.1,34,21,19,5,25,1,68,5,1,8,240,0.978,5.1,0.7,3.7,10.1,2.72,,player.fcgi?id=castel001dom,
Chase Centala,22,2024,Central Florida,Big 12,3,0,1,6.96,21,0,,0,0,7,32.1,37,29,25,3,23,2,37,2,1,2,154,1.856,10.3,0.8,6.4,10.3,1.61,,player.fcgi?id=cental000cha,
Cameron Crain*,23,2024,Central Florida,Big 12,0,0,,10.8,4,0,,0,0,0,1.2,1,3,2,0,3,0,1,0,0,1,8,2.4,5.4,0,16.2,5.4,0.33,,player.fcgi?id=crain-000cam,
Josh Fernald,19,2024,Central Florida,Big 12,0,0,,7.71,4,0,,0,0,0,4.2,7,12,4,2,4,1,6,1,0,0,28,2.357,13.5,3.9,7.7,11.6,1.5,,player.fcgi?id=fernal000jos,
Alex Galvan,22,2024,Central Florida,Big 12,2,0,1,5.06,4,0,,0,0,0,5.1,4,3,3,2,0,0,9,0,0,1,20,0.75,6.8,3.4,0,15.2,,,player.fcgi?id=galvan000ale,
Wiley Hartley,22,2024,Central Florida,Big 12,3,3,0.5,5.31,14,10,,0,0,0,39,33,24,23,7,15,0,38,4,0,3,170,1.231,7.6,1.6,3.5,8.8,2.53,,player.fcgi?id=hartle003wil,
Tyler Kozera,19,2024,Central Florida,Big 12,1,0,1,1.5,7,1,,0,0,0,12,10,2,2,0,6,0,10,2,0,3,54,1.333,7.5,0,4.5,7.5,1.67,,player.fcgi?id=kozera000tyl,
Kyle Kramer,24,2024,Central Florida,Big 12,7,3,0.7,2.95,34,0,,0,0,2,42.2,33,21,14,1,13,1,42,5,0,2,172,1.078,7,0.2,2.7,8.9,3.23,,player.fcgi?id=kramer001kyl,
Tyler Nesbitt,22,2024,Central Florida,Big 12,1,1,0.5,5.4,10,6,,0,0,0,26.2,24,16,16,1,19,0,18,3,0,3,124,1.613,8.1,0.3,6.4,6.1,0.95,,player.fcgi?id=nesbit000tyl,
Kris Sosnowski,21,2024,Central Florida,Big 12,1,0,1,3.38,24,0,,0,0,6,37.1,34,16,14,1,9,0,40,1,0,3,155,1.152,8.2,0.2,2.2,9.6,4.44,,player.fcgi?id=sosnow000kri,
Dom Stagliano,21,2024,Central Florida,Big 12,3,4,0.429,4.1,16,14,,0,0,0,74.2,54,36,34,12,22,0,66,6,0,6,306,1.018,6.5,1.4,2.7,8,3,,player.fcgi?id=stagli000dom,
Ben Vespi,23,2024,Central Florida,Big 12,4,4,0.5,4.62,16,16,,0,0,0,78,83,45,40,7,27,1,75,5,1,2,350,1.41,9.6,0.8,3.1,8.7,2.78,,player.fcgi?id=vespi-000ben,
Najer Victor,22,2024,Central Florida,Big 12,0,3,0,5.55,20,0,,0,0,0,24.1,15,18,15,5,13,0,30,3,1,3,104,1.151,5.5,1.8,4.8,11.1,2.31,,player.fcgi?id=victor000naj,
Nick Vieira,22,2024,Central Florida,Big 12,0,0,,0,3,0,,0,0,0,2,1,0,0,0,0,0,2,0,0,0,6,0.5,4.5,0,0,9,,,player.fcgi?id=vieira000nic,
Joey Wimpelberg,19,2024,Central Florida,Big 12,0,0,,54,1,0,,0,0,0,0.1,1,2,2,1,0,0,0,2,0,1,3,3,27,27,0,0,,,player.fcgi?id=wimpel000joe,
Jeremy Allen,20,2026,Kansas,Big 12,0,1,0,20.25,3,0,,0,0,0,1.1,3,3,3,2,0,0,0,0,0,0,7,2.25,20.3,13.5,0,0,,,player.fcgi?id=allen-000jer,
Maddox Burkitt,22,2026,Kansas,Big 12,0,0,,13.5,3,0,,0,0,0,1.1,4,2,2,0,1,0,3,0,0,0,9,3.75,27,0,6.8,20.3,3,,player.fcgi?id=burkit000mad,
Kannon Carr,22,2026,Kansas,Big 12,3,2,0.6,4.6,23,5,,0,0,1,45,44,26,23,5,21,1,43,9,0,4,202,1.444,8.8,1,4.2,8.6,2.05,,player.fcgi?id=carr--000kan,
Aiden Cline,--,2026,Kansas,Big 12,0,0,,0,1,0,,0,0,0,0.1,0,1,0,0,2,0,0,1,0,0,4,6,0,0,54,0,0,,player.fcgi?id=cline-000aid,
Mason Cook,20,2026,Kansas,Big 12,5,2,0.714,4.81,18,13,,0,0,0,67.1,61,41,36,9,27,0,66,13,1,3,299,1.307,8.2,1.2,3.6,8.8,2.44,,player.fcgi?id=cook--003mas,
Caleb Deer*,22,2026,Kansas,Big 12,0,0,,12.1,15,0,,0,0,2,9.2,15,15,13,3,8,0,10,2,0,0,55,2.379,14,2.8,7.4,9.3,1.25,,player.fcgi?id=deer--000cal,
Josh Dykhoff,22,2026,Kansas,Big 12,0,0,,27,1,0,,0,0,0,0.2,3,2,2,0,0,0,0,0,0,0,6,4.5,40.5,0,0,0,,,player.fcgi?id=dykhof000jos,
Carter Fink,23,2026,Kansas,Big 12,1,1,0.5,4.64,17,1,,0,0,0,21.1,17,13,11,2,10,0,16,6,2,1,95,1.266,7.2,0.8,4.2,6.8,1.6,,player.fcgi?id=fink--000car,
Daniel Lopez,19,2026,Kansas,Big 12,0,0,,7.59,8,1,,0,0,0,10.2,10,12,9,1,9,0,13,3,0,2,54,1.781,8.4,0.8,7.6,11,1.44,,player.fcgi?id=lopez-013dan,
Emerson McKnight*,19,2026,Kansas,Big 12,0,0,,13.5,7,0,,0,0,0,3.1,3,5,5,1,4,0,1,1,0,0,18,2.1,8.1,2.7,10.8,2.7,0.25,,player.fcgi?id=mcknig000eme,
Mathis Nayral,22,2026,Kansas,Big 12,4,3,0.571,4.96,18,17,,0,0,0,69,71,45,38,11,28,0,71,6,0,6,312,1.435,9.3,1.4,3.7,9.3,2.54,,player.fcgi?id=nayral000mat,
Boede Rahe,22,2026,Kansas,Big 12,6,1,0.857,4.27,31,2,,0,0,11,59,49,29,28,10,21,0,80,0,0,6,244,1.186,7.5,1.5,3.2,12.2,3.81,,player.fcgi?id=rahe--000boe,
Riane Ritter,20,2026,Kansas,Big 12,8,2,0.8,5.58,38,0,,0,0,2,61.1,59,41,38,7,24,0,74,11,0,2,273,1.353,8.7,1,3.5,10.9,3.08,,player.fcgi?id=ritter000ria,
Toby Scheidt,22,2026,Kansas,Big 12,5,1,0.833,5.63,32,0,,0,0,0,38.1,41,25,24,3,16,2,44,10,0,2,181,1.487,9.6,0.7,3.8,10.3,2.75,,player.fcgi?id=scheid000tob,
Madden Seidl,--,2026,Kansas,Big 12,3,1,0.75,6.11,14,7,,0,0,0,28,37,21,19,3,14,0,26,3,0,2,133,1.821,11.9,1,4.5,8.4,1.86,,player.fcgi?id=seidl-000mad,
Ty Thomson*,21,2026,Kansas,Big 12,0,0,,6,6,0,,0,0,0,6,8,4,4,1,4,0,7,1,0,1,29,2,12,1.5,6,10.5,1.75,,player.fcgi?id=thomso001ty-,
Dominic Voegele,21,2026,Kansas,Big 12,6,4,0.6,5.85,17,17,,1,0,0,97,101,68,63,16,35,0,120,6,0,5,432,1.402,9.4,1.5,3.2,11.1,3.43,,player.fcgi?id=voegel000dom,
Manning West,22,2026,Kansas,Big 12,4,0,1,3.89,26,0,,0,0,1,34.2,29,17,15,2,23,0,36,5,0,4,158,1.5,7.5,0.5,6,9.3,1.57,,player.fcgi?id=west--000man,
Gavin Brasosky*,22,2025,Kansas,Big 12,0,0,,2.03,13,1,,0,0,0,13.1,9,4,3,1,10,0,11,8,0,2,67,1.425,6.1,0.7,6.8,7.4,1.1,,player.fcgi?id=brasos000gav,
Alex Breckheimer,21,2025,Kansas,Big 12,5,0,1,3.56,33,0,,0,0,7,48,43,19,19,5,14,1,50,8,1,4,202,1.188,8.1,0.9,2.6,9.4,3.57,,player.fcgi?id=breckh000ale,
Kannon Carr,21,2025,Kansas,Big 12,5,1,0.833,4.42,18,10,,0,0,0,55,52,32,27,4,28,0,50,7,0,12,247,1.455,8.5,0.7,4.6,8.2,1.79,,player.fcgi?id=carr--000kan,
Kasey Crawford,20,2025,Kansas,Big 12,0,0,,0,5,0,,0,0,0,5.2,2,0,0,0,3,0,5,1,0,1,22,0.882,3.2,0,4.8,7.9,1.67,,player.fcgi?id=crawfo000kas,
Jake Cubbler,23,2025,Kansas,Big 12,1,0,1,5.74,13,0,,0,0,1,15.2,12,13,10,0,11,0,7,2,0,6,72,1.468,6.9,0,6.3,4,0.64,,player.fcgi?id=cubble000jak,
Naun Haro*,23,2025,Kansas,Big 12,0,1,0,16.2,5,1,,0,0,0,5,9,10,9,0,6,0,4,1,0,0,31,3,16.2,0,10.8,7.2,0.67,,player.fcgi?id=haro--000nau,
Robbie Knowles,24,2025,Kansas,Big 12,0,0,,10.97,16,0,,0,0,0,10.2,9,13,13,1,11,0,12,5,0,0,58,1.875,7.6,0.8,9.3,10.1,1.09,,player.fcgi?id=knowle002rob,
Eric Lin,22,2025,Kansas,Big 12,3,2,0.6,6.18,24,0,,0,0,5,27.2,35,20,19,4,14,0,25,4,0,5,135,1.771,11.4,1.3,4.6,8.1,1.79,,player.fcgi?id=lin---000eri,
Connor Maggi,22,2025,Kansas,Big 12,3,0,1,4.2,12,0,,0,0,0,15,26,10,7,3,10,0,9,0,0,1,81,2.4,15.6,1.8,6,5.4,0.9,,player.fcgi?id=maggi-000con,
Cooper Moore,21,2025,Kansas,Big 12,7,3,0.7,3.96,15,14,,0,0,1,88.2,91,42,39,5,19,0,85,4,0,11,373,1.241,9.2,0.5,1.9,8.6,4.47,,player.fcgi?id=moore-002coo,
Brigden Parker*,22,2025,Kansas,Big 12,0,1,0,10.29,10,1,,0,0,0,7,12,11,8,1,6,0,5,1,0,1,41,2.571,15.4,1.3,7.7,6.4,0.83,,player.fcgi?id=parker002bri,
Dalton Smith,21,2025,Kansas,Big 12,0,0,,7.36,22,0,,0,0,0,22,22,18,18,6,15,0,26,8,0,2,109,1.682,9,2.5,6.1,10.6,1.73,,player.fcgi?id=smith-018dal,
Patrick Steitz,22,2025,Kansas,Big 12,2,0,1,3.55,6,6,,0,0,0,12.2,17,10,5,2,2,0,8,2,0,1,59,1.5,12.1,1.4,1.4,5.7,4,,player.fcgi?id=steitz000pat,
Thaniel Trumper,23,2025,Kansas,Big 12,4,1,0.8,5.65,22,1,,0,0,1,28.2,29,18,18,2,15,0,17,3,0,4,126,1.535,9.1,0.6,4.7,5.3,1.13,,player.fcgi?id=trumpe000tha,
Malakai Vetock,22,2025,Kansas,Big 12,3,1,0.75,5.84,21,3,,0,0,0,24.2,23,16,16,4,16,1,29,8,0,5,120,1.581,8.4,1.5,5.8,10.6,1.81,,player.fcgi?id=vetock000mal,
Dominic Voegele,20,2025,Kansas,Big 12,7,5,0.583,5.7,16,16,,0,0,0,96.1,93,62,61,15,36,0,89,11,0,4,418,1.339,8.7,1.4,3.4,8.3,2.47,,player.fcgi?id=voegel000dom,
Manning West,21,2025,Kansas,Big 12,3,2,0.6,4.17,24,7,,0,0,1,54,44,30,25,6,38,0,62,2,1,5,242,1.519,7.3,1,6.3,10.3,1.63,,player.fcgi?id=west--000man,
Grant Adler,22,2024,Kansas,Big 12,0,1,0,7.36,4,1,,0,0,0,7.1,8,7,6,1,5,0,11,0,0,0,36,1.773,9.8,1.2,6.1,13.5,2.2,,player.fcgi?id=adler-000gra,
Ethan Bradford*,23,2024,Kansas,Big 12,0,0,,9,10,0,,0,0,0,9,12,10,9,0,11,0,6,1,0,2,51,2.556,12,0,11,6,0.55,,player.fcgi?id=bradfo000eth,
Gavin Brasosky*,21,2024,Kansas,Big 12,1,1,0.5,7.61,17,0,,0,0,0,23.2,36,22,20,2,10,1,17,3,0,3,115,1.944,13.7,0.8,3.8,6.5,1.7,,player.fcgi?id=brasos000gav,
Tegan Cain,21,2024,Kansas,Big 12,1,2,0.333,5.94,27,1,,0,0,0,33.1,37,23,22,2,18,0,47,7,0,6,155,1.65,10,0.5,4.9,12.7,2.61,,player.fcgi?id=cain--000teg,
J.D. Callahan,23,2024,Kansas,Big 12,0,0,,9,6,0,,0,0,0,6,9,6,6,1,3,0,6,2,0,0,31,2,13.5,1.5,4.5,9,2,,player.fcgi?id=callah009jam,
Hunter Cashero,23,2024,Kansas,Big 12,0,1,0,9.31,9,0,,0,0,0,9.2,19,12,10,1,5,0,5,2,0,0,55,2.483,17.7,0.9,4.7,4.7,1,,player.fcgi?id=casher000hun,
Hunter Cranton,23,2024,Kansas,Big 12,4,3,0.571,2.16,25,0,,0,0,7,25,21,11,6,2,9,0,38,1,0,1,104,1.2,7.6,0.7,3.2,13.7,4.22,,player.fcgi?id=cranto000hun,
Kasey Crawford,19,2024,Kansas,Big 12,0,0,,8.31,5,0,,0,0,0,4.1,3,4,4,1,3,0,2,1,1,1,20,1.385,6.2,2.1,6.2,4.2,0.67,,player.fcgi?id=crawfo000kas,
Kolby Dougan,22,2024,Kansas,Big 12,0,1,0,4.41,15,0,,0,0,0,16.1,9,8,8,3,12,0,18,0,0,0,68,1.286,5,1.7,6.6,9.9,1.5,,player.fcgi?id=dougan000kol,
Reese Dutton,23,2024,Kansas,Big 12,7,5,0.583,3.78,15,15,,0,0,0,85.2,87,46,36,7,33,1,82,13,1,3,386,1.401,9.1,0.7,3.5,8.6,2.48,,player.fcgi?id=dutton000ree,
J'Briell Easley,22,2024,Kansas,Big 12,1,0,1,5.06,10,6,,0,0,0,21.1,25,12,12,4,9,0,23,3,0,2,99,1.594,10.5,1.7,3.8,9.7,2.56,,player.fcgi?id=easley000jbr,
Sam Ireland,23,2024,Kansas,Big 12,0,0,,10.8,6,0,,0,0,0,6.2,13,9,8,3,4,0,5,0,0,0,37,2.55,17.6,4.1,5.4,6.8,1.25,,player.fcgi?id=irelan001sam,
Ethan Lanthier,21,2024,Kansas,Big 12,4,0,1,4.54,20,0,,0,0,0,37.2,30,20,19,4,19,0,42,4,1,1,164,1.301,7.2,1,4.5,10,2.21,,player.fcgi?id=lanthi000eth,
Cooper Moore,20,2024,Kansas,Big 12,1,4,0.2,4.05,29,0,,0,0,0,33.1,35,15,15,4,13,0,31,5,0,0,147,1.44,9.5,1.1,3.5,8.4,2.38,,player.fcgi?id=moore-002coo,
Evan Shaw*,23,2024,Kansas,Big 12,3,1,0.75,5.1,18,10,,0,0,0,42.1,40,27,24,2,23,0,60,10,0,2,195,1.488,8.5,0.4,4.9,12.8,2.61,,player.fcgi?id=shaw--000eva,
Patrick Steitz,21,2024,Kansas,Big 12,2,2,0.5,2.16,6,6,,0,0,0,25,28,15,6,1,8,0,20,2,0,2,112,1.44,10.1,0.4,2.9,7.2,2.5,,player.fcgi?id=steitz000pat,
Thaniel Trumper,22,2024,Kansas,Big 12,0,0,,20.25,3,0,,0,0,0,2.2,7,7,6,1,1,0,2,0,0,0,17,3,23.6,3.4,3.4,6.8,2,,player.fcgi?id=trumpe000tha,
Dominic Voegele,19,2024,Kansas,Big 12,7,2,0.778,3.89,15,15,,0,0,0,81,72,39,35,9,29,0,80,11,0,6,352,1.247,8,1,3.2,8.9,2.76,,player.fcgi?id=voegel000dom,
Steven Andrews,21,2023,Kansas,Big 12,0,1,0,21.94,6,1,,0,0,0,5.1,12,15,13,1,8,0,3,1,0,1,36,3.75,20.3,1.7,13.5,5.1,0.38,,player.fcgi?id=andrew001ste,
Collin Baumgartner,24,2023,Kansas,Big 12,6,1,0.857,3.62,15,15,,0,0,0,79.2,82,38,32,10,22,0,74,5,0,3,342,1.305,9.3,1.1,2.5,8.4,3.36,,player.fcgi?id=baumga001col,
Ethan Bradford*,22,2023,Kansas,Big 12,2,5,0.286,6.07,18,8,,0,0,2,43,49,30,29,0,23,0,35,8,0,2,204,1.674,10.3,0,4.8,7.3,1.52,,player.fcgi?id=bradfo000eth,
Gavin Brasosky*,20,2023,Kansas,Big 12,1,2,0.333,7.25,23,2,,0,0,2,44.2,60,40,36,8,19,0,32,4,0,4,209,1.769,12.1,1.6,3.8,6.4,1.68,,player.fcgi?id=brasos000gav,
